method,pb_sla_macro8,pb_f1_ct7_gate,pb_sla_q4,pb_sla_q8,within_auc,eligible,step_auroc_mean_folds,step_auprc_mean_folds,prmscore_q80,prmscore_inner,pb,prm,pb_fallback,prm_fallback
single__q15_H1,0.31921022642837416,0.3481683580727928,0.31584002559303487,0.32258042726371344,0.7288619787981018,6030,0.6887334795272638,0.27899383654297705,0.6133047389516921,0.6142045604390383,6800,6969,0,0
single__q15_VE1,0.32377967167564614,0.352449943862151,0.3253198686419103,0.32223947470938197,0.7318942432018697,6030,0.6896606369698695,0.2735604100064778,0.6129874013872061,0.6143337876126144,6800,6969,0,0
single__chosen_surprisal,0.14173316847131226,0.19259666483441648,0.1413671898444641,0.14209914709816046,0.6831738301441442,6030,0.6539996012166682,0.19865446557898497,0.5777288335132812,0.5848680315323007,6800,6969,0,0
single__logprob_margin,0.31589503312189626,0.3545217377253011,0.3139920549971198,0.3177980112466727,0.6821530591782998,6030,0.6433004149965428,0.22942044345917934,0.5755171676290427,0.5765400922777536,6800,6969,0,0
single__true_tail50,0.2899899751754649,0.3254514095569473,0.2942534600759951,0.2857264902749347,0.7376983976665162,6030,0.6766565930061592,0.2553684877148032,0.6144689537658796,0.6142021396340751,6800,6969,0,0
single__energy_level,0.27070229249897737,0.3013928183203146,0.2982123134477933,0.24319227155016146,0.751189613797832,6030,0.7201485059139766,0.2745461047403317,0.6143155745953649,0.613390933080163,6800,6969,0,0
single__energy_innovation,0.17296740952022804,0.2173745185998952,0.16791398383847242,0.17802083520198367,0.4062568401497188,6030,0.4200008626946369,0.11388457581455329,0.46035755673868517,0.4658727458841509,6800,6969,0,0
single__top15_turnover,0.14078768677367637,0.19256252308956248,0.13845148629401738,0.14312388725333539,0.5658713240705627,6030,0.56294013529813,0.16947505770669477,0.5285362518648542,0.5295465742328447,6800,6969,0,0
single__top50_js,0.14446593807575192,0.1965280341539965,0.139897323339736,0.14903455281176783,0.4580524831338941,6030,0.5382783264781226,0.1640614604035063,0.5271653297811586,0.5277876670793127,6800,6969,0,0
single__dominant_freq16,0.16062709191943553,0.20965275808156755,0.16037404898156066,0.16088013485731043,0.5676950189448893,6030,0.5734389122192938,0.17687286674390282,0.536433817554764,0.5372539520290437,6800,6969,0,0
single__bocpd_p0,0.2591606222057449,0.29211104602694893,0.26838945706932293,0.24993178734216684,0.6568414653703731,6030,0.619083180234298,0.19649440771585303,0.5591378534432874,0.5581000782131562,6800,6969,0,0
control__longest_step,0.31775479697764775,0.35142017339315323,0.3177547969776477,0.3177547969776477,0.6181358410980654,6030,0.586221220162082,0.16793313940366478,0.5278777173269932,0.5283668304672218,6800,6969,0,0
control__relative_position_0.0,0.13495639040761714,0.18693823538592616,0.13495639040761712,0.13495639040761712,0.33826853686226915,6030,0.3536485031600088,0.10091697927308645,0.4163939005722181,0.44361197670841535,6800,6969,0,0
control__relative_position_0.5,0.20950316380494635,0.2592015999265837,0.20950316380494635,0.20950316380494635,0.5968686488085826,6030,0.5657069819202164,0.16902996688919664,0.5251729986587906,0.5259961212815674,6800,6969,0,0
control__relative_position_1.0,0.048371245618499446,0.06728569993488812,0.04837124561849944,0.04837124561849944,0.6617314631377309,6030,0.6463506813196248,0.18688698728686068,0.536556360386236,0.5451575283391026,6800,6969,0,0
