version,split,task,budget,method,n_datasets,auroc_mean,auroc_se,auprc_mean,auprc_se,auroc_delta_vs_iu_mean,auroc_delta_vs_iu_se,auprc_delta_vs_iu_mean,auprc_delta_vs_iu_se,fallback_fraction_mean,fallback_fraction_se
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,32,projected_ridge,8,0.49121049750137924,0.012219920878171165,0.49889010623448526,0.01193968757915201,3.774064046683113e-06,3.924824047700344e-05,-1.3656341060703028e-05,2.309722106505291e-05,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,32,pseudo_anchor,8,0.49127557016026346,0.012294000658845452,0.49917623858634413,0.011936816418861202,6.884672293090005e-05,0.00011134415831941838,0.0002724760107981998,0.00022725704892181546,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,32,ta_liu,8,0.49126772612473485,0.012302490944327723,0.49901426890573214,0.011990652791597382,6.100268740230662e-05,0.00011753865634397941,0.00011050633018617334,0.00013327816627556064,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,32,u2_logistic,8,0.5044952512793672,0.005417324323266127,0.5127491708287,0.004167842234003532,0.013288527842034666,0.016022503910031037,0.013845408253154032,0.012164959643900547,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,64,dufs_liu,8,0.4928565929388975,0.012040580901266005,0.5013961001678824,0.011942020228525977,0.00019134879270354694,0.00016503915226713563,0.00018314011294510383,0.00013889871306866736,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,64,full_logistic,8,0.4982798872027968,0.004243559259608077,0.5083265840985335,0.004830798060694984,0.005614643056602817,0.013987333537564135,0.007113624043596159,0.014353327479205955,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,64,iu,8,0.49266524414619395,0.011974333918561396,0.5012129600549373,0.011859499694863062,0.0,0.0,0.0,0.0,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,64,oracle_latent,8,0.4926905908033261,0.011980122808977943,0.5011785434357098,0.011829609979569965,2.534665713214805e-05,3.041387953552844e-05,-3.441661922750413e-05,7.673017734081279e-05,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,64,projected_ridge,8,0.4926663022375113,0.011980330365696477,0.5011755957174473,0.011846744365887951,1.0580913173295278e-06,3.5173942926338264e-05,-3.736433748995375e-05,3.498561970950622e-05,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,64,pseudo_anchor,8,0.4926963077207147,0.012057284501890204,0.5014676837544567,0.01185691262582359,3.106357452073265e-05,0.00010306984400837575,0.0002547236995194199,0.0002326443594530912,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,64,ta_liu,8,0.49260062619661527,0.012067643427423046,0.5011526360312811,0.011890390811876195,-6.461794957867079e-05,0.00012501363092289224,-6.032402365618731e-05,0.000173233297699936,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,pure_noise,64,u2_logistic,8,0.5065904759682474,0.006077615349725875,0.5150644760686731,0.005199317702023759,0.013925231822053408,0.016150669688226555,0.013851516013735746,0.013209093395314437,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,4,dufs_liu,8,0.8582698952896295,0.00463297014097947,0.8624926357221432,0.005665883411000907,0.008121442756930485,0.0007252611586231184,0.007840498385036834,0.0007803038185552949,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,4,full_logistic,8,0.7482925628150306,0.020662855906263215,0.7537745380021481,0.019236463068895794,-0.10185588971766832,0.019387231114669907,-0.10087759933495821,0.018263626549294764,0.1171875,0.034308986939596865
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,4,iu,8,0.850148452532699,0.004954313926801932,0.8546521373371063,0.0061902475998107664,0.0,0.0,0.0,0.0,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,4,oracle_latent,8,0.8599249534165503,0.004650184025263851,0.8641367701322726,0.0056363933917741435,0.009776500883851385,0.0007980325292303544,0.009484632795166259,0.0008012766574179131,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,4,projected_ridge,8,0.8517874842524029,0.004872915830971005,0.8562686401013131,0.006063041246686206,0.0016390317197038434,0.00024100332688113438,0.0016165027642066516,0.00023219773380949476,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,4,pseudo_anchor,8,0.8568964263802685,0.0045945830301270555,0.8611898182886407,0.005585229026072705,0.006747973847569498,0.0007712541877439,0.006537680951534322,0.0008075669703185624,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,4,ta_liu,8,0.855611188641316,0.004632773918805335,0.8600278942215218,0.005677494601325244,0.005462736108616942,0.0007142960594568546,0.0053757568844154,0.0008208548621205129,0.1328125,0.038159198654640084
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,4,u2_logistic,8,0.7428347830451418,0.01946374441134327,0.7471728885179986,0.018133320406298722,-0.10731366948755726,0.01847249008908039,-0.10747924881910775,0.017329129165494134,0.1171875,0.034308986939596865
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,8,dufs_liu,8,0.8582882592655707,0.004648887254198593,0.8622720995631791,0.005789288171449438,0.008128582360043697,0.0007220674687140944,0.007851982244714055,0.0007819719864136748,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,8,full_logistic,8,0.80473487386992,0.015991845869609087,0.8108402370031748,0.013776335370132524,-0.045424803035606955,0.01431114897067232,-0.04357988031529024,0.01315089511122956,0.015625,0.015625
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,8,iu,8,0.8501596769055271,0.004977487049893096,0.854420117318465,0.006318782315475157,0.0,0.0,0.0,0.0,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,8,oracle_latent,8,0.8599421098608968,0.004661095947692348,0.863912286521975,0.005755645669371192,0.009782432955369746,0.000794461298603398,0.009492169203510002,0.000803941912712707,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,8,projected_ridge,8,0.8517989086641945,0.004893632186636578,0.8560387491219715,0.006189799748983778,0.0016392317586673985,0.00023938676531514634,0.001618631803506492,0.00023176087640304727,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,8,pseudo_anchor,8,0.856914364016675,0.004612504188580256,0.8609662026999759,0.00570859320878221,0.0067546871111478675,0.0007690780344866979,0.00654608538151098,0.0008100170653637728,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,8,ta_liu,8,0.857431604398462,0.004833345630659503,0.8615003220116422,0.005834338538440012,0.007271927492935008,0.0008351304784995939,0.007080204693177163,0.0009335356269966144,0.015625,0.015625
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,8,u2_logistic,8,0.8142258311711241,0.014897963282245127,0.8209616804967305,0.012491784949680876,-0.035933845734403,0.013416230262427201,-0.03345843682173458,0.012016079871832336,0.015625,0.015625
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,16,dufs_liu,8,0.8582054862129762,0.004731021302049024,0.8625037321280311,0.00594678210927577,0.008133385662407453,0.000730289202108586,0.007849969014249643,0.0007882739303662568,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,16,full_logistic,8,0.8395063071089002,0.005421514185558419,0.8437791714955952,0.00505872737984709,-0.010565793441668508,0.0035119093507188694,-0.010874591618186172,0.004566212074296601,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,16,iu,8,0.8500721005505687,0.005077932920642974,0.8546537631137814,0.006481226952780943,0.0,0.0,0.0,0.0,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,16,oracle_latent,8,0.8598574974989419,0.004732564900929153,0.8641492980170771,0.005903351666188049,0.009785396948373212,0.0008006570824732413,0.009495534903295678,0.0008069672567070763,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,16,projected_ridge,8,0.8517088057677209,0.004992905505247552,0.8562696398213054,0.0063545985830327015,0.0016367052171521396,0.0002406692759030739,0.0016158767075241179,0.00023183346165192806,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,16,pseudo_anchor,8,0.8568336688276965,0.004698326232288972,0.8612006121520615,0.005867095030449123,0.006761568277127679,0.0007768472760658013,0.006546849038280024,0.0008169902695598916,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,16,ta_liu,8,0.8584682902918044,0.004705429799017563,0.8628588031763188,0.005849164262788231,0.00839618974123559,0.0008121026921068806,0.008205040062537361,0.0009226447804938844,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,16,u2_logistic,8,0.8574711396044741,0.004962631669479905,0.8629138534439075,0.005135079796577849,0.007399039053905313,0.003312441783220082,0.008260090330126015,0.0044918378650529575,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,32,dufs_liu,8,0.858814268283237,0.0048334209932063546,0.863533223024461,0.00593467620713774,0.00810211483921067,0.000730529786327508,0.007816957333476702,0.0007970131252421902,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,32,full_logistic,8,0.8518557740446634,0.004282058673363739,0.8559893943463747,0.004162423570076513,0.0011436206006369904,0.00423136507740168,0.00027312865539032716,0.005551232737441332,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,32,iu,8,0.8507121534440264,0.0051588108918603475,0.8557162656909842,0.006469764927436357,0.0,0.0,0.0,0.0,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,32,oracle_latent,8,0.8604465519235514,0.004820081515245758,0.8651693637091735,0.005879862783230766,0.00973439847952497,0.0008028694444193339,0.0094530980181892,0.0008198363604588014,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,32,projected_ridge,8,0.8523246710844079,0.00507456624113971,0.8573142937919269,0.006335059921730404,0.001612517640381549,0.00024050231339855954,0.0015980281009425907,0.00023520867444709487,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,32,pseudo_anchor,8,0.8574297979901168,0.004803909101091421,0.8622126816300325,0.005855524687711994,0.006717644546090436,0.0007793864913481991,0.00649641593904819,0.0008246591053781288,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,32,ta_liu,8,0.8593508529586815,0.004755474176385701,0.8640779182327544,0.005825246041931639,0.00863869951465511,0.0009067097319954314,0.00836165254177003,0.0009543101070081611,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,32,u2_logistic,8,0.8687473041740111,0.004146736780406775,0.8744274046870311,0.004012942910284841,0.01803515072998478,0.004431667943766755,0.01871113899604681,0.005635177482842164,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,64,dufs_liu,8,0.8582825820402797,0.005119072439819506,0.8631728543482509,0.006249976462073652,0.008093181479469299,0.0007042325708401448,0.007767797977442059,0.0007655126846340851,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,64,full_logistic,8,0.862074527029169,0.0040119448338546155,0.8665077245833392,0.004367904494041503,0.011885126468358452,0.003417011118899838,0.011102668212530422,0.004622584012891815,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,64,iu,8,0.8501894005608106,0.005451709465244773,0.8554050563708088,0.006746540944124086,0.0,0.0,0.0,0.0,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,64,oracle_latent,8,0.8599255742347134,0.005090479947845453,0.8648218888001,0.006179099148642434,0.009736173673902915,0.0007907183655426204,0.009416832429291288,0.0008103002552626463,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,64,projected_ridge,8,0.8517877497269153,0.005358650800966541,0.8569899420904303,0.006610040577226155,0.001598349166104773,0.0002422078667365281,0.0015848857196215788,0.0002365576017582243,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,64,pseudo_anchor,8,0.8568975781986181,0.005089566315976699,0.8618495418845931,0.006170396834779702,0.006708177637807519,0.0007679636677433713,0.006444485513784321,0.0008048502318983466,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,64,ta_liu,8,0.8590291268936903,0.005028776974730703,0.8639197839585071,0.00611864800378505,0.008839726332879765,0.0009247360262877518,0.00851472758769833,0.0009560968930794299,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_nuisance,64,u2_logistic,8,0.8759313622273572,0.004061384275871762,0.8815988286048437,0.004363421016566386,0.025741961666546687,0.003566492018804659,0.026193772234034986,0.004768844729350903,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,4,dufs_liu,8,0.6216030986861956,0.00707770121119923,0.6059725468369077,0.00810824802549147,-0.017759938446008657,0.0009174731515312607,-0.01713007133512345,0.0012137523498255674,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,4,full_logistic,8,0.7193407800103386,0.013588521102019229,0.7231519950752993,0.012143398901645097,0.07997774287813436,0.013809462391528221,0.10004937690326804,0.014608903261010582,0.109375,0.025742327220247312
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,4,iu,8,0.6393630371322043,0.006577622064535146,0.6231026181720312,0.007496147262284041,0.0,0.0,0.0,0.0,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,4,oracle_latent,8,0.6547574852378055,0.007215808601844393,0.638737696487015,0.007993814868696342,0.015394448105601356,0.0008063563024592124,0.0156350783149838,0.000767281963303322,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,4,projected_ridge,8,0.635701761185969,0.006858190203155528,0.6195657607215989,0.007741045706565937,-0.00366127594623522,0.0005206515388905424,-0.003536857450432319,0.00043988881445612205,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,4,pseudo_anchor,8,0.6250594588946435,0.007320788162009018,0.6092066632516948,0.008155697374993148,-0.01430357823756066,0.0012151764686560006,-0.01389595492033639,0.0012184209091214621,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,4,ta_liu,8,0.647274279155809,0.007167921944400481,0.6310636766475816,0.007661644719098101,0.007911242023604829,0.001149956832199832,0.007961058475550353,0.0011039806427453373,0.109375,0.025742327220247312
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,4,u2_logistic,8,0.7363649490046922,0.014379387537607168,0.7416243577099523,0.012390895758598416,0.097001911872488,0.014747407716290949,0.11852173953792111,0.014980774025675285,0.109375,0.025742327220247312
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,8,dufs_liu,8,0.621709799379635,0.007119014669592909,0.6065336373777179,0.008095955665464845,-0.017802264556703508,0.0009100595635971816,-0.017165524229363627,0.001182854090870561,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,8,full_logistic,8,0.7654941398224643,0.01863069845573247,0.7693354361575998,0.01766852681095331,0.1259820758861258,0.018894974521818046,0.14563627455051825,0.020078019231778706,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,8,iu,8,0.6395120639363384,0.006625292997908798,0.6236991616070815,0.00751843987596726,0.0,0.0,0.0,0.0,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,8,oracle_latent,8,0.6549335729149556,0.007266698171179456,0.6393441736169942,0.008028218367870944,0.015421508978617198,0.0008058776468174544,0.015645012009912623,0.0007798108827720856,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,8,projected_ridge,8,0.6358464431155233,0.006904903135392734,0.6201579030960914,0.007759883933925936,-0.0036656208208151716,0.0005198445855117238,-0.0035412585109901133,0.00044001044413638995,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,8,pseudo_anchor,8,0.6251729164684783,0.007368892547250067,0.6097709481627978,0.008148612040022074,-0.014339147467860185,0.0012106886150597387,-0.013928213444283879,0.001186120860362813,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,8,ta_liu,8,0.6492126908120699,0.006760669043694107,0.6335242508234333,0.007379831096845754,0.009700626875731581,0.0009484042055700644,0.009825089216351751,0.0008335602132407225,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,8,u2_logistic,8,0.7900767058270475,0.015741766895554114,0.7951005501427175,0.014375768397156033,0.15056464189070906,0.017136104489404367,0.17140138853563602,0.017978621148838567,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,16,dufs_liu,8,0.621788857200609,0.0074849239265903575,0.6065391718976902,0.008269030452639516,-0.017816660216789064,0.0009136636127333764,-0.01713551417197809,0.0011848208902898833,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,16,full_logistic,8,0.8093266289872343,0.006345297292406014,0.812753319684477,0.007196169287209248,0.1697211115698363,0.005123973405121911,0.18907863361480848,0.006633444549797093,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,16,iu,8,0.639605517417398,0.006995814894075171,0.6236746860696684,0.007677837555881626,0.0,0.0,0.0,0.0,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,16,oracle_latent,8,0.6550114163686834,0.007644565271033016,0.6393488789192286,0.008226252905608536,0.01540589895128543,0.0007952704837911699,0.015674192849560287,0.0007912752702519671,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,16,projected_ridge,8,0.6359412829390041,0.007275356695208612,0.6201441529877056,0.007922546948239597,-0.003664234478393918,0.0005173040418447357,-0.0035305330819627107,0.0004428448636838953,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,16,pseudo_anchor,8,0.6252606377868579,0.007745302489531341,0.6097743202315336,0.008333525851572418,-0.014344879630540121,0.0012113781961905366,-0.013900365838134865,0.0011712286684551322,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,16,ta_liu,8,0.6522781469400278,0.007863256669737088,0.636587149037116,0.0084248546874818,0.01267262952262974,0.0012063700126256206,0.012912462967447639,0.0011885503946895762,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,16,u2_logistic,8,0.8348307177155649,0.005244237881828271,0.839217972084761,0.00615119494286582,0.19522520029816695,0.004450231434116645,0.21554328601509257,0.00548726750420432,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,32,dufs_liu,8,0.6213138337137323,0.007310115610419063,0.607187306952219,0.008312079113869776,-0.01781375419084314,0.0009067373700759645,-0.017113849455500256,0.0011901578065257286,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,32,full_logistic,8,0.8225311832669933,0.007402219103182284,0.8260200196137857,0.007426671236855029,0.18340359536241785,0.0057430792289332915,0.20171886320606647,0.006950577772276613,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,32,iu,8,0.6391275879045755,0.006844840987671099,0.6243011564077192,0.0077059250354580945,0.0,0.0,0.0,0.0,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,32,oracle_latent,8,0.6545849942741413,0.007514681194200593,0.6399729099295408,0.00820349464421396,0.015457406369565888,0.0007950231605013613,0.015671753521821492,0.0007857224995841174,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,32,projected_ridge,8,0.63547108663884,0.007108500472460314,0.6207856455750205,0.00794403758162272,-0.003656501265735355,0.0005152599530072553,-0.003515510832698859,0.00044295110817975446,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,32,pseudo_anchor,8,0.6247944872950886,0.007578401236842545,0.6104225131275083,0.008350228270754979,-0.014333100609486744,0.0012117072563053027,-0.013878643280211014,0.001164600260420831,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,32,ta_liu,8,0.6532831626177531,0.007558878951092615,0.6386504455876238,0.00828513152952462,0.01415557471317766,0.000998826583276779,0.014349289179904606,0.0009300891127207949,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,32,u2_logistic,8,0.8493665800665446,0.005564613125134604,0.8544120963931643,0.005811566605633143,0.21023899216196928,0.004368498132852688,0.23011093998544502,0.0067703123506671495,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,64,dufs_liu,8,0.6207173773045727,0.0075668169930062455,0.6054731984097819,0.008738419574386152,-0.0177460435672365,0.0008958222033471582,-0.016893723063001652,0.0011667396672844848,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,64,full_logistic,8,0.8339729152345581,0.007152040169355356,0.8384862808852123,0.006246238898237772,0.19550949436274884,0.004695341497804955,0.21611935941242874,0.006048826405195949,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,64,iu,8,0.6384634208718092,0.007085699044038392,0.6223669214727835,0.008149639704341266,0.0,0.0,0.0,0.0,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,64,oracle_latent,8,0.6539287816629672,0.007714328184240811,0.6378414834053198,0.00863448671234414,0.015465360791158001,0.0007613634629881486,0.015474561932536306,0.0007392092645427587,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,64,projected_ridge,8,0.6347874243740559,0.007357268244399513,0.6188373054289296,0.008368202229441086,-0.00367599649775331,0.0005245657472497557,-0.003529616043853963,0.0004331066931616926,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,64,pseudo_anchor,8,0.6241823600000492,0.007847601450335862,0.6086884943861826,0.008779196635076304,-0.014281060871760003,0.0012115343158812062,-0.013678427086600952,0.001143530730192289,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,64,ta_liu,8,0.6536050495482687,0.007768180767902183,0.6375203889572283,0.008634325933479367,0.015141628676459499,0.0009084966390937045,0.015153467484444773,0.0007536570132403012,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,selective_target_signal,64,u2_logistic,8,0.8554701510183433,0.004523989714137773,0.8599292936025309,0.004404876495791208,0.21700673014653407,0.004442468535416306,0.23756237212974735,0.007032293367192871,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,4,dufs_liu,8,0.8677772085158828,0.006228713475029136,0.8665233063596764,0.006041285829581184,0.006115726965791627,0.0015649645112199176,0.006558564389063403,0.0015955028370952932,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,4,full_logistic,8,0.7858267826462387,0.008244951037775857,0.7887989662166207,0.007896173205072996,-0.07583469890385247,0.011875979235426184,-0.07116577575399236,0.01050358284992143,0.0625,0.01670382761952652
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,4,iu,8,0.8616614815500911,0.006211916537246226,0.8599647419706131,0.005780840322628447,0.0,0.0,0.0,0.0,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,4,oracle_latent,8,0.8679798985749649,0.006210178762908584,0.8667523387843372,0.00601650321201732,0.006318417024873665,0.0016088767400681775,0.006787596813724166,0.0016391572437716277,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,4,projected_ridge,8,0.866266645931641,0.006172742205837687,0.8649165826677644,0.005943155650099031,0.00460516438154988,0.0011710075338852571,0.004951840697151247,0.0012080429492526685,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,4,pseudo_anchor,8,0.8677661118218882,0.006219496747077527,0.8665011564776011,0.006026073001996018,0.00610463027179693,0.0015605306571163408,0.006536414506987971,0.0015955691914165473,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,4,ta_liu,8,0.8664037364390373,0.00618449667322843,0.8650370596919428,0.005934977761714142,0.004742254888946127,0.001196997877679936,0.005072317721329638,0.0012197823327300824,0.0625,0.01670382761952652
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,4,u2_logistic,8,0.7570340683003437,0.007926615191487055,0.7576579973089165,0.007334648108783084,-0.1046274132497475,0.009260691736279199,-0.10230674466169669,0.007843607463526314,0.0625,0.01670382761952652
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,8,dufs_liu,8,0.8676193511108335,0.0062798892929205995,0.866450838573683,0.006085930321298669,0.006153015600687189,0.001566045473053751,0.0066107438009318335,0.0016006938132377263,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,8,full_logistic,8,0.8185092088077144,0.00969389764122657,0.8187481989392194,0.0095217153390906,-0.04295712670243196,0.009811230625238353,-0.04109189583353178,0.008935475409429053,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,8,iu,8,0.8614663355101464,0.006246744703665493,0.8598400947727511,0.005807098379014456,0.0,0.0,0.0,0.0,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,8,oracle_latent,8,0.8678228970946502,0.006262073178930621,0.8666809440880212,0.0060614539467050135,0.0063565615845038795,0.0016095239410947215,0.0068408493152702,0.0016438747055736729,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,8,projected_ridge,8,0.8660931384457122,0.0062203544449760916,0.8648276701201585,0.005981931236461515,0.0046268029355659235,0.001169864969456194,0.0049875753474074806,0.0012107129035858367,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,8,pseudo_anchor,8,0.867606739450166,0.006269970377872474,0.8664266768851805,0.0060694203440385345,0.006140403940019639,0.0015606478328027875,0.006586582112429453,0.0015995402578505172,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,8,ta_liu,8,0.8669784406747014,0.00631571297272982,0.8657609593947528,0.006100606437607666,0.005512105164554982,0.0014051410786442649,0.0059208646220016686,0.0014521744041174425,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,8,u2_logistic,8,0.8215669055418962,0.01117453298558173,0.8193709814219481,0.010906431323830464,-0.0398994299682502,0.00950850367381507,-0.04046911335080298,0.009062421426370948,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,16,dufs_liu,8,0.86769649231467,0.006151433340489613,0.8663640569180218,0.005941077325682827,0.0061274415850981106,0.0015738012990481971,0.006588410807173387,0.0016054197070509632,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,16,full_logistic,8,0.83362617331322,0.009117286672856665,0.8334746709463651,0.00943813564398394,-0.02794287741635207,0.005288119767612795,-0.02630097516448341,0.005257886673454504,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,16,iu,8,0.861569050729572,0.0061193553289232375,0.8597756461108486,0.005671125253265857,0.0,0.0,0.0,0.0,0.0,0.0
