version,split,replicate,seed,task,draw,budget,gate_source,feature,planted_role,gate_value,raw_correlation,fallback,fallback_reason,raw_probability
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,13,64,ta_liu,7,shared_error_positive,0.8841456010810304,0.4262082161924176,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,13,64,ta_liu,8,shared_error_negative,0.9751895234564348,0.47009653922805505,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,13,64,ta_liu,9,shared_error_negative,0.92163205955424,0.44427881064846986,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,13,64,ta_liu,10,shared_error_negative,0.8104653058838237,0.39069014411680464,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,13,64,ta_liu,11,shared_error_negative,0.866270106284167,0.41759121607206107,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,4,ta_liu,0,clean_signal,1.0,0.0,True,one_class,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,4,ta_liu,1,clean_signal,1.0,0.0,True,one_class,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,4,ta_liu,2,clean_signal,1.0,0.0,True,one_class,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,4,ta_liu,3,clean_signal,1.0,0.0,True,one_class,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,4,ta_liu,4,shared_error_positive,1.0,0.0,True,one_class,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,4,ta_liu,5,shared_error_positive,1.0,0.0,True,one_class,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,4,ta_liu,6,shared_error_positive,1.0,0.0,True,one_class,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,4,ta_liu,7,shared_error_positive,1.0,0.0,True,one_class,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,4,ta_liu,8,shared_error_negative,1.0,0.0,True,one_class,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,4,ta_liu,9,shared_error_negative,1.0,0.0,True,one_class,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,4,ta_liu,10,shared_error_negative,1.0,0.0,True,one_class,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,4,ta_liu,11,shared_error_negative,1.0,0.0,True,one_class,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,8,ta_liu,0,clean_signal,1.0,0.0,True,one_class,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,8,ta_liu,1,clean_signal,1.0,0.0,True,one_class,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,8,ta_liu,2,clean_signal,1.0,0.0,True,one_class,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,8,ta_liu,3,clean_signal,1.0,0.0,True,one_class,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,8,ta_liu,4,shared_error_positive,1.0,0.0,True,one_class,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,8,ta_liu,5,shared_error_positive,1.0,0.0,True,one_class,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,8,ta_liu,6,shared_error_positive,1.0,0.0,True,one_class,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,8,ta_liu,7,shared_error_positive,1.0,0.0,True,one_class,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,8,ta_liu,8,shared_error_negative,1.0,0.0,True,one_class,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,8,ta_liu,9,shared_error_negative,1.0,0.0,True,one_class,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,8,ta_liu,10,shared_error_negative,1.0,0.0,True,one_class,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,8,ta_liu,11,shared_error_negative,1.0,0.0,True,one_class,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,16,ta_liu,0,clean_signal,0.9428189579842243,0.5389401459235613,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,16,ta_liu,1,clean_signal,1.1498213953896868,0.6572681906420889,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,16,ta_liu,2,clean_signal,1.2127070134531153,0.6932152660467442,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,16,ta_liu,3,clean_signal,1.1150098603413574,0.6373690004318261,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,16,ta_liu,4,shared_error_positive,0.5067658044469201,0.2896806797156745,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,16,ta_liu,5,shared_error_positive,0.5014059894738827,0.28661686832407074,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,16,ta_liu,6,shared_error_positive,0.5315476972347389,0.3038466622749185,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,16,ta_liu,7,shared_error_positive,0.2778954412638043,0.15885235272147885,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,16,ta_liu,8,shared_error_negative,1.2189168452086805,0.6967649694167957,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,16,ta_liu,9,shared_error_negative,1.5261049620111293,0.8723617869112801,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,16,ta_liu,10,shared_error_negative,0.9146017943826532,0.522810472097853,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,16,ta_liu,11,shared_error_negative,1.247340543552005,0.7130127039400709,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,32,ta_liu,0,clean_signal,1.136747227490545,0.6507088115150581,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,32,ta_liu,1,clean_signal,1.1095725403096086,0.6351531910823286,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,32,ta_liu,2,clean_signal,1.102496089688633,0.6311024147426446,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,32,ta_liu,3,clean_signal,1.0404719202844193,0.5955978869266221,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,32,ta_liu,4,shared_error_positive,0.7285741322561531,0.4170580725739746,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,32,ta_liu,5,shared_error_positive,0.7739656525736347,0.44304156435152175,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,32,ta_liu,6,shared_error_positive,0.6959034851648082,0.39835639692778196,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,32,ta_liu,7,shared_error_positive,0.6414513892107789,0.36718635508746,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,32,ta_liu,8,shared_error_negative,1.248502686732347,0.7146810476506922,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,32,ta_liu,9,shared_error_negative,1.2400712453725473,0.7098546332518589,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,32,ta_liu,10,shared_error_negative,1.0232822641268036,0.5857580030384798,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,32,ta_liu,11,shared_error_negative,1.0046632204418935,0.5750998940985522,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,64,ta_liu,0,clean_signal,1.1587473795046839,0.5836967547178402,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,64,ta_liu,1,clean_signal,1.190691939675503,0.5997882138506895,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,64,ta_liu,2,clean_signal,1.1513541359259092,0.5799725501499611,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,64,ta_liu,3,clean_signal,1.070585732471496,0.5392870169492436,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,64,ta_liu,4,shared_error_positive,0.8472897062062563,0.42680592902814407,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,64,ta_liu,5,shared_error_positive,0.8319953659235843,0.41910169862689645,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,64,ta_liu,6,shared_error_positive,0.7669128492088417,0.38631762984090856,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,64,ta_liu,7,shared_error_positive,0.7707417999125187,0.388246390275876,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,64,ta_liu,8,shared_error_negative,1.1131022649739477,0.5607039042557286,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,64,ta_liu,9,shared_error_negative,1.0652042848609131,0.5365762159916405,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,64,ta_liu,10,shared_error_negative,0.9633780070732118,0.4852831827205881,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,14,64,ta_liu,11,shared_error_negative,0.9347292001075177,0.47085189601548977,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,4,ta_liu,0,clean_signal,1.9234574347829898,0.7317614710764382,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,4,ta_liu,1,clean_signal,0.1790986240976802,0.06813640388786185,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,4,ta_liu,2,clean_signal,0.0,-0.3397355470257778,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,4,ta_liu,3,clean_signal,0.5417343654752236,0.20609779506638043,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,4,ta_liu,4,shared_error_positive,0.0,-0.48277408189216353,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,4,ta_liu,5,shared_error_positive,0.0,-0.42575042089628373,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,4,ta_liu,6,shared_error_positive,0.0,-0.4805105090995341,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,4,ta_liu,7,shared_error_positive,0.0,-0.4026837003626964,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,4,ta_liu,8,shared_error_negative,1.0941965745096551,0.41627689832414777,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,4,ta_liu,9,shared_error_negative,1.4868744052199718,0.5656675226568901,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,4,ta_liu,10,shared_error_negative,1.4837764576280308,0.5644889373416127,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,4,ta_liu,11,shared_error_negative,1.5378897359399402,0.5850758302076662,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,8,ta_liu,0,clean_signal,1.7456714197680372,0.8166336791004405,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,8,ta_liu,1,clean_signal,0.699632519620723,0.3272915349625771,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,8,ta_liu,2,clean_signal,1.2220917118107206,0.5717005156369904,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,8,ta_liu,3,clean_signal,1.2559545890400936,0.5875417362147003,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,8,ta_liu,4,shared_error_positive,0.2672730294196614,0.12503163818097054,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,8,ta_liu,5,shared_error_positive,0.3211577311649311,0.15023916677722648,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,8,ta_liu,6,shared_error_positive,0.24314544740181016,0.11374463660214325,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,8,ta_liu,7,shared_error_positive,0.31332703540402695,0.14657592877222259,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,8,ta_liu,8,shared_error_negative,0.6136548691448814,0.28707076704863144,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,8,ta_liu,9,shared_error_negative,1.1075555282663094,0.5181199254418295,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,8,ta_liu,10,shared_error_negative,1.2675267861905226,0.5929552669784027,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,8,ta_liu,11,shared_error_negative,1.3603195026567998,0.636364156293695,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,16,ta_liu,0,clean_signal,1.6074951282960108,0.8371372568746082,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,16,ta_liu,1,clean_signal,0.8528038911811173,0.44411575347797216,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,16,ta_liu,2,clean_signal,1.3768518807726269,0.7170248831885696,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,16,ta_liu,3,clean_signal,1.2302504168729598,0.6406790547114024,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,16,ta_liu,4,shared_error_positive,0.8252237955154841,0.42975283241933,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,16,ta_liu,5,shared_error_positive,0.9245753720055527,0.4814922776873398,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,16,ta_liu,6,shared_error_positive,0.772134443847603,0.4021054240743901,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,16,ta_liu,7,shared_error_positive,0.8458953059864548,0.44051796088940304,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,16,ta_liu,8,shared_error_negative,0.2636050920007175,0.13727795483248495,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,16,ta_liu,9,shared_error_negative,1.1184959591941965,0.5824805454295242,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,16,ta_liu,10,shared_error_negative,0.6664135543359727,0.34704902366468854,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,16,ta_liu,11,shared_error_negative,0.8168570658032016,0.42539568007898293,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,32,ta_liu,0,clean_signal,1.5895762713120514,0.7450920415425966,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,32,ta_liu,1,clean_signal,1.1045585014361883,0.5177466244881791,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,32,ta_liu,2,clean_signal,1.1955019795604238,0.5603751305897708,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,32,ta_liu,3,clean_signal,1.281756288717079,0.6008056531518191,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,32,ta_liu,4,shared_error_positive,0.6537064404636963,0.306415914155919,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,32,ta_liu,5,shared_error_positive,0.5969390308940825,0.27980697072070027,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,32,ta_liu,6,shared_error_positive,0.4815453443197755,0.22571776527489357,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,32,ta_liu,7,shared_error_positive,0.6575480147665785,0.30821659933959344,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,32,ta_liu,8,shared_error_negative,0.6094314359372428,0.28566261397945525,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,32,ta_liu,9,shared_error_negative,1.1015841828663557,0.5163524535160839,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,32,ta_liu,10,shared_error_negative,0.9985631736048738,0.4680627706001092,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,32,ta_liu,11,shared_error_negative,1.0729059612987242,0.5029099311022331,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,64,ta_liu,0,clean_signal,1.3524560565799484,0.635344873698982,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,64,ta_liu,1,clean_signal,1.2792057345211711,0.600933983681209,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,64,ta_liu,2,clean_signal,1.2170779532150073,0.5717481427253264,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,64,ta_liu,3,clean_signal,1.2763322313889924,0.5995840947323552,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,64,ta_liu,4,shared_error_positive,0.5918076311349869,0.2780141675052828,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,64,ta_liu,5,shared_error_positive,0.533124066787711,0.2504463204044242,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,64,ta_liu,6,shared_error_positive,0.4156170641954555,0.19524491747713496,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,64,ta_liu,7,shared_error_positive,0.5795785388692768,0.2722692924365441,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,64,ta_liu,8,shared_error_negative,0.8393166731039967,0.39428678149823937,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,64,ta_liu,9,shared_error_negative,1.156517890974982,0.5432987710005328,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,64,ta_liu,10,shared_error_negative,0.9707928035931707,0.45605047808096616,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,342027,correlated_errors,15,64,ta_liu,11,shared_error_negative,1.138710431880684,0.5349333399803362,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,-1,0,dufs,0,noise,1.0046978604600378,,False,,0.3579088412426871
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,-1,0,pseudo_anchor,0,noise,1.0229580893211723,0.31857750733391615,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,-1,0,dufs,1,noise,0.7028923298497648,,False,,0.25039505825135405
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,-1,0,pseudo_anchor,1,noise,0.0,-0.2613380031359732,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,-1,0,dufs,2,noise,1.1021329088685785,,False,,0.39261864470176694
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,-1,0,pseudo_anchor,2,noise,1.6143912877012685,0.502766200948421,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,-1,0,dufs,3,noise,0.07903906851623257,,False,,0.028156506088898307
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,-1,0,pseudo_anchor,3,noise,1.1168878607485013,0.34782984206604606,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,-1,0,dufs,4,noise,1.1529866601177428,,False,,0.41073454590822345
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,-1,0,pseudo_anchor,4,noise,0.15334126073065368,0.04775471949924068,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,-1,0,dufs,5,noise,0.24257424548382214,,False,,0.0864135085115842
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,-1,0,pseudo_anchor,5,noise,0.3449429488702867,0.10742479674453657,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,-1,0,dufs,6,noise,0.17100259559643338,,False,,0.060917160519668175
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,-1,0,pseudo_anchor,6,noise,1.6708222248224425,0.5203403591395062,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,-1,0,dufs,7,noise,0.9683150825959681,,False,,0.3449480115455314
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,-1,0,pseudo_anchor,7,noise,1.33541921156701,0.41588656281036596,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,-1,0,dufs,8,noise,1.8610907251325626,,False,,0.662986208186717
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,-1,0,pseudo_anchor,8,noise,0.0,-0.014804780205792777,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,-1,0,dufs,9,noise,0.8791029775804113,,False,,0.31316751077257404
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,-1,0,pseudo_anchor,9,noise,0.0,-0.2861135042175381,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,-1,0,dufs,10,noise,1.0193033112802854,,False,,0.3631118183611099
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,-1,0,pseudo_anchor,10,noise,0.0,-0.1306296261324531,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,-1,0,dufs,11,noise,1.2825848884362987,,False,,0.4569020093318648
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,-1,0,pseudo_anchor,11,noise,1.5434922955423476,0.4806862893369253,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,0,4,ta_liu,0,noise,1.7279761859422083,0.4368462627894906,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,0,4,ta_liu,1,noise,0.0,-0.7563279783237938,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,0,4,ta_liu,2,noise,0.26793019313612,0.06773490544151224,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,0,4,ta_liu,3,noise,1.7611657344000047,0.4452368472925713,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,0,4,ta_liu,4,noise,2.0795352894590953,0.5257232286703805,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,0,4,ta_liu,5,noise,1.224335171973447,0.3095217680831028,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,0,4,ta_liu,6,noise,0.0,-0.08602064610773763,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,0,4,ta_liu,7,noise,0.0,-0.25657367594539676,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,0,4,ta_liu,8,noise,0.0,-0.3943345015705829,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,0,4,ta_liu,9,noise,0.13093255882699,0.03310080281566373,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,0,4,ta_liu,10,noise,0.0,-0.8241495435212632,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,0,4,ta_liu,11,noise,0.0,-0.5253271519175099,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,0,8,ta_liu,0,noise,1.4237606562824459,0.32669966295924463,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,0,8,ta_liu,1,noise,0.0,-0.32227277457296816,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,0,8,ta_liu,2,noise,0.0,-0.38486022132903003,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,0,8,ta_liu,3,noise,1.889536889454786,0.43357783642216036,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,0,8,ta_liu,4,noise,2.0302710693502526,0.4658710515323085,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,0,8,ta_liu,5,noise,1.0697025248290217,0.24545660310686812,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,0,8,ta_liu,6,noise,0.22414197909808034,0.051432176260273126,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,0,8,ta_liu,7,noise,0.0585840467669931,0.013442841146867873,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,0,8,ta_liu,8,noise,1.0404903233648581,0.2387534986696666,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,0,8,ta_liu,9,noise,0.0,-0.13573876248393713,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,0,8,ta_liu,10,noise,0.0,-0.3620665993024328,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,0,8,ta_liu,11,noise,0.0,-0.4228732185362391,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,0,16,ta_liu,0,noise,0.6428192631760334,0.10918799451937918,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,0,16,ta_liu,1,noise,0.0,-0.19161507203141273,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,0,16,ta_liu,2,noise,0.0,-0.28591313915015165,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,0,16,ta_liu,3,noise,0.9452212279480189,0.16055338750563605,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,0,16,ta_liu,4,noise,2.923075621502919,0.4965077794393813,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,0,16,ta_liu,5,noise,0.8965871362760637,0.15229249795373376,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,0,16,ta_liu,6,noise,0.0,-0.2024511348574839,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,0,16,ta_liu,7,noise,0.0,-0.18129217204091122,False,,
target-anchored-liu-synthetic-v1-2026-08-06,development,2,442030,pure_noise,0,16,ta_liu,8,noise,1.159784740012505,0.19699871657621226,False,,
