arm,held_group,rho_mode,clean_mode,pooling,selected_variant,selected_alpha,selected_lambda,selected_trust,selection_best_mean_pp,selection_one_se_pp,selection_selected_mean_pp,selection_selected_worst_pp,selection_eligible_count,selection_guarded_count,independent_upstream_variant,graph_delta_vs_iu_pp,matched_upstream_delta_vs_iu_pp,graph_increment_pp,independent_upstream_delta_vs_iu_pp,direction,source_group_weights
su_cross_sparse_mean,gsm8k,su,cross_sparse,mean,su__cross_sparse__a1,1.0,0.03,0.5,0.4241240260831452,0.34797699620377376,0.1513517512187488,-1.1387814506552831,53,0,su__cross_sparse__a1,0.27739946017315553,-0.15251483408440736,0.42991429425756295,-0.15251483408440736,"[0.002062628251088006, -5.988505498252224e-05, -0.0020230374722227116, 0.002181841783835551, -0.001980826309098486, 0.005499270807169302]","{""hotpotqa"": 0.14285714285714285, ""math500"": 0.14285714285714285, ""nq_open"": 0.14285714285714285, ""sciq"": 0.14285714285714285, ""squad_v2"": 0.14285714285714285, ""triviaqa"": 0.14285714285714285, ""truthfulqa"": 0.14285714285714285}"
su_cross_sparse_mean,hotpotqa,su,cross_sparse,mean,su__cross_sparse__a1,1.0,0.03,0.5,0.454188573333037,0.30526580618371985,0.19242697339004694,-1.0304200068309233,45,0,su__cross_sparse__a1,0.1126226782745432,0.048266862117662956,0.06435581615688024,0.048266862117662956,"[0.0022877028298167487, -0.00014559723605906682, -0.0019926652423367546, 0.002299858675012937, -0.0015362385637903264, 0.0037515920647818303]","{""gsm8k"": 0.14285714285714285, ""math500"": 0.14285714285714285, ""nq_open"": 0.14285714285714285, ""sciq"": 0.14285714285714285, ""squad_v2"": 0.14285714285714285, ""triviaqa"": 0.14285714285714285, ""truthfulqa"": 0.14285714285714285}"
su_cross_sparse_mean,math500,su,cross_sparse,mean,su__cross_sparse__a1,1.0,0.03,0.5,0.3089823228315269,0.34648706449856764,0.09245344206254119,-1.171958202033648,54,0,su__cross_sparse__a1,0.2575022933267124,0.029032832912723183,0.22846946041398922,0.029032832912723183,"[0.0018497499616668784, 0.0004317559366457526, -0.0024556850710643965, 0.002099486708130933, -0.002236341284958501, 0.00477008933778471]","{""gsm8k"": 0.14285714285714285, ""hotpotqa"": 0.14285714285714285, ""nq_open"": 0.14285714285714285, ""sciq"": 0.14285714285714285, ""squad_v2"": 0.14285714285714285, ""triviaqa"": 0.14285714285714285, ""truthfulqa"": 0.14285714285714285}"
su_cross_sparse_mean,nq_open,su,cross_sparse,mean,su__cross_sparse__a1,1.0,0.03,0.5,0.28052545435316634,0.31191486570476074,0.09784790566037739,-1.1439391707412407,44,0,su__cross_sparse__a1,-0.13232441745175683,0.1051558472977665,-0.23748026474952333,0.1051558472977665,"[0.0017645161629744094, 0.0005000442105384524, -0.003210129500627247, 0.001671219192616273, -0.0012629090552846304, 0.0038585403708444044]","{""gsm8k"": 0.14285714285714285, ""hotpotqa"": 0.14285714285714285, ""math500"": 0.14285714285714285, ""sciq"": 0.14285714285714285, ""squad_v2"": 0.14285714285714285, ""triviaqa"": 0.14285714285714285, ""truthfulqa"": 0.14285714285714285}"
su_cross_sparse_mean,sciq,su,cross_sparse,mean,su__cross_sparse__a1,1.0,0.03,0.5,0.26721860933167957,0.30582906167650814,0.0840514740894935,-1.1356600467516373,46,0,su__cross_sparse__a1,0.6836048763814495,0.10254073145722353,0.581064144924226,0.10254073145722353,"[0.0018646865514794137, -1.8523629958731957e-05, -0.0016245937730938911, 0.002074928538210893, -0.0021483547811756596, 0.004548947949599594]","{""gsm8k"": 0.14285714285714285, ""hotpotqa"": 0.14285714285714285, ""math500"": 0.14285714285714285, ""nq_open"": 0.14285714285714285, ""squad_v2"": 0.14285714285714285, ""triviaqa"": 0.14285714285714285, ""truthfulqa"": 0.14285714285714285}"
su_cross_sparse_mean,squad_v2,su,cross_sparse,mean,su__cross_sparse__a0p5,0.5,0.03,0.5,0.21480920859994693,0.3348465001206734,-0.11375444982720949,-2.150946161476075,42,0,su__cross_sparse__a1,0.522953147184102,-0.00017314418292446732,0.5231262913670265,-0.00017314418292446732,"[0.001703747928353538, 0.0005699478420424897, -0.003025056233311873, 0.0016992633144980625, -0.0018306650259906658, 0.00465359642030513]","{""gsm8k"": 0.14285714285714285, ""hotpotqa"": 0.14285714285714285, ""math500"": 0.14285714285714285, ""nq_open"": 0.14285714285714285, ""sciq"": 0.14285714285714285, ""triviaqa"": 0.14285714285714285, ""truthfulqa"": 0.14285714285714285}"
su_cross_sparse_mean,triviaqa,su,cross_sparse,mean,su__cross_sparse__a0p25,0.25,0.03,0.5,0.4860286139613262,0.25008055609730107,0.2620267624089821,-0.18455273524629057,59,39,su__cross_sparse__a0p25,-2.743127030209351,-2.805315265040635,0.062188234831284106,-2.805315265040635,"[0.001604470645242376, 0.0005930119211075805, -0.0027593139083212357, 0.0019400983299185004, -0.0016674705499406123, 0.004152006134621074]","{""gsm8k"": 0.14285714285714285, ""hotpotqa"": 0.14285714285714285, ""math500"": 0.14285714285714285, ""nq_open"": 0.14285714285714285, ""sciq"": 0.14285714285714285, ""squad_v2"": 0.14285714285714285, ""truthfulqa"": 0.14285714285714285}"
su_cross_sparse_mean,truthfulqa,su,cross_sparse,mean,su__cross_sparse__a1,1.0,0.03,0.5,0.21870850930642585,0.2959217535459771,0.10018000373846266,-1.0468418913240538,35,0,su__cross_sparse__a1,0.4041215690422928,-0.12993115261050736,0.5340527216528002,-0.12993115261050736,"[0.0018735942721721723, 9.99209474470874e-05, -0.0030849694082435747, 0.002026646285389401, -0.0010409990883477808, 0.002743126530163887]","{""gsm8k"": 0.14285714285714285, ""hotpotqa"": 0.14285714285714285, ""math500"": 0.14285714285714285, ""nq_open"": 0.14285714285714285, ""sciq"": 0.14285714285714285, ""squad_v2"": 0.14285714285714285, ""triviaqa"": 0.14285714285714285}"
iu_shared_cross_mean,gsm8k,iu,shared_cross,mean,iu__shared_cross__a0p25,0.25,0.03,0.5,0.558035815952635,0.294253658668201,0.28027023031917186,-0.24183215842458194,69,41,iu__shared_cross__a0p25,0.3677601706243794,0.0009115018641381313,0.36684866876024125,0.0009115018641381313,"[0.001873825722843368, 2.764906595823062e-05, -0.0023048422147425008, 0.0025508949779718326, -0.001971393459632207, 0.005967712381670421]","{""hotpotqa"": 0.14285714285714285, ""math500"": 0.14285714285714285, ""nq_open"": 0.14285714285714285, ""sciq"": 0.14285714285714285, ""squad_v2"": 0.14285714285714285, ""triviaqa"": 0.14285714285714285, ""truthfulqa"": 0.14285714285714285}"
iu_shared_cross_mean,hotpotqa,iu,shared_cross,mean,iu__shared_cross__a0p5,0.5,0.1,0.5,0.5799157272391194,0.23813281097289696,0.3477291109822449,-0.11941976615563732,53,38,iu__shared_cross__a0p25,0.1108350167146277,-0.0017876615599154988,0.1126226782745432,0.008938307799566392,"[0.007208156313264377, -0.00035706854184336216, -0.006669010613347107, 0.008423273836301218, -0.0048109822252649995, 0.012806329217038032]","{""gsm8k"": 0.14285714285714285, ""math500"": 0.14285714285714285, ""nq_open"": 0.14285714285714285, ""sciq"": 0.14285714285714285, ""squad_v2"": 0.14285714285714285, ""triviaqa"": 0.14285714285714285, ""truthfulqa"": 0.14285714285714285}"
iu_shared_cross_mean,math500,iu,shared_cross,mean,iu__shared_cross__a0p25,0.25,0.03,0.5,0.43989794607747185,0.2618810215134257,0.24313772404144576,-0.31024303200570813,66,34,iu__shared_cross__a0p25,0.2294429144478971,0.011349470843902143,0.21809344360399496,0.011349470843902143,"[0.0016671880853400768, 0.0005275435548693652, -0.0027848711288828293, 0.002531248587398085, -0.0022455009997860123, 0.005219691080172358]","{""gsm8k"": 0.14285714285714285, ""hotpotqa"": 0.14285714285714285, ""nq_open"": 0.14285714285714285, ""sciq"": 0.14285714285714285, ""squad_v2"": 0.14285714285714285, ""triviaqa"": 0.14285714285714285, ""truthfulqa"": 0.14285714285714285}"
iu_shared_cross_mean,nq_open,iu,shared_cross,mean,iu__shared_cross__a0p25,0.25,0.03,0.5,0.45846733286498437,0.2163869079873515,0.2897676367925592,-0.12170002514454066,64,48,iu__shared_cross__a0p25,-0.25794199619348923,0.019141619737905735,-0.27708361593139497,0.019141619737905735,"[0.0015108470365261498, 0.0006203140273374236, -0.003509646118430271, 0.0021724918477377475, -0.0013553546300939209, 0.004419431494595728]","{""gsm8k"": 0.14285714285714285, ""hotpotqa"": 0.14285714285714285, ""math500"": 0.14285714285714285, ""sciq"": 0.14285714285714285, ""squad_v2"": 0.14285714285714285, ""triviaqa"": 0.14285714285714285, ""truthfulqa"": 0.14285714285714285}"
iu_shared_cross_mean,sciq,iu,shared_cross,mean,iu__shared_cross__a0p25,0.25,0.03,0.5,0.3822263698132978,0.23985777426679078,0.22303726754324812,-0.2752153222456921,63,38,iu__shared_cross__a0p25,0.5240970718924487,-0.011393414606353236,0.5354904864988019,-0.011393414606353236,"[0.0017228710905557232, 9.015971406261478e-05, -0.001978390221665924, 0.0024840771882134664, -0.0021125800064676174, 0.004870212922935781]","{""gsm8k"": 0.14285714285714285, ""hotpotqa"": 0.14285714285714285, ""math500"": 0.14285714285714285, ""nq_open"": 0.14285714285714285, ""squad_v2"": 0.14285714285714285, ""triviaqa"": 0.14285714285714285, ""truthfulqa"": 0.14285714285714285}"
iu_shared_cross_mean,squad_v2,iu,shared_cross,mean,iu__shared_cross__a0p25,0.25,0.03,0.5,0.3502320272000772,0.26430010581934016,0.19835726333269948,-0.26965519073796074,52,33,iu__shared_cross__a0p25,0.5788787182713362,-0.025279050708149065,0.6041577689794853,-0.025279050708149065,"[0.0016503471721287318, 0.0004711818712691734, -0.0032097216398424156, 0.002335101223306437, -0.0017283629520710064, 0.005090586496105664]","{""gsm8k"": 0.14285714285714285, ""hotpotqa"": 0.14285714285714285, ""math500"": 0.14285714285714285, ""nq_open"": 0.14285714285714285, ""sciq"": 0.14285714285714285, ""triviaqa"": 0.14285714285714285, ""truthfulqa"": 0.14285714285714285}"
iu_shared_cross_mean,triviaqa,iu,shared_cross,mean,iu__shared_cross__a0p25,0.25,0.03,0.5,0.4981574557049346,0.24471626798573112,0.277047574364708,-0.2833541465351974,65,28,iu__shared_cross__a0p25,-0.1399273803220839,0.007611122905037959,-0.14753850322712186,0.007611122905037959,"[0.001526869498346093, 0.00047106148709014436, -0.002781018189468322, 0.0023715551870833844, -0.0017496215026872651, 0.004282066064945125]","{""gsm8k"": 0.14285714285714285, ""hotpotqa"": 0.14285714285714285, ""math500"": 0.14285714285714285, ""nq_open"": 0.14285714285714285, ""sciq"": 0.14285714285714285, ""squad_v2"": 0.14285714285714285, ""truthfulqa"": 0.14285714285714285}"
iu_shared_cross_mean,truthfulqa,iu,shared_cross,mean,iu__shared_cross__a0p25,0.25,0.03,0.5,0.35378516827108464,0.21999697698620035,0.21191419763304456,-0.1700259127859205,48,46,iu__shared_cross__a0p25,0.5441421754384002,-0.020160793650558784,0.5643029690889589,-0.020160793650558784,"[0.0016320168670020635, 0.00025341933065516087, -0.003328113999138726, 0.002297620748826194, -0.0010710744519922236, 0.0033253057122322916]","{""gsm8k"": 0.14285714285714285, ""hotpotqa"": 0.14285714285714285, ""math500"": 0.14285714285714285, ""nq_open"": 0.14285714285714285, ""sciq"": 0.14285714285714285, ""squad_v2"": 0.14285714285714285, ""triviaqa"": 0.14285714285714285}"
su_shared_cross_mean,gsm8k,su,shared_cross,mean,su__shared_cross__a0p25,0.25,0.03,0.5,0.006048051375724375,0.6836536058344997,-0.1804620027548947,-3.409748421235337,72,0,su__shared_cross__a0p25,0.20125470059210285,-0.16743508196365497,0.3686897825557578,-0.16743508196365497,"[0.0015934441163911676, 0.00016977358668496267, -0.0019240070494889114, 0.0019774841120380592, -0.0021375556774614513, 0.005690982501261747]","{""hotpotqa"": 0.14285714285714285, ""math500"": 0.14285714285714285, ""nq_open"": 0.14285714285714285, ""sciq"": 0.14285714285714285, ""squad_v2"": 0.14285714285714285, ""triviaqa"": 0.14285714285714285, ""truthfulqa"": 0.14285714285714285}"
su_shared_cross_mean,hotpotqa,su,shared_cross,mean,su__shared_cross__a0p25,0.25,0.03,0.5,-0.038397437614965675,0.6983614469419367,-0.20550965546271274,-3.502901180778336,72,0,su__shared_cross__a0p25,0.18412914067109654,0.08580775487585512,0.09832138579524141,0.08580775487585512,"[0.001875292329390635, 0.0001278856844980892, -0.002059923622031795, 0.0020126314746897944, -0.0016424345663969065, 0.004003838502921345]","{""gsm8k"": 0.14285714285714285, ""math500"": 0.14285714285714285, ""nq_open"": 0.14285714285714285, ""sciq"": 0.14285714285714285, ""squad_v2"": 0.14285714285714285, ""triviaqa"": 0.14285714285714285, ""truthfulqa"": 0.14285714285714285}"
su_shared_cross_mean,math500,su,shared_cross,mean,su__shared_cross__a0p25,0.25,0.03,0.5,-0.1004346179377984,0.5740613607092743,-0.25091650226692513,-3.4373067170484903,72,0,su__shared_cross__a0p25,0.1698038002184421,0.03349625761171593,0.13630754260672617,0.03349625761171593,"[0.0014199213208343964, 0.000746953007470392, -0.002480091276846614, 0.0017437611607518167, -0.0023764081265415637, 0.004995275114669578]","{""gsm8k"": 0.14285714285714285, ""hotpotqa"": 0.14285714285714285, ""nq_open"": 0.14285714285714285, ""sciq"": 0.14285714285714285, ""squad_v2"": 0.14285714285714285, ""triviaqa"": 0.14285714285714285, ""truthfulqa"": 0.14285714285714285}"
su_shared_cross_mean,nq_open,su,shared_cross,mean,su__shared_cross__a0p25,0.25,0.03,0.5,-0.2195965091386997,0.6651773109488296,-0.27323890173942134,-3.6023795839083474,72,0,su__shared_cross__a0p25,-0.17633000555172806,0.12704397062752726,-0.3033739761792553,0.12704397062752726,"[0.0013419618802017939, 0.000813641404584749, -0.0032084212570153837, 0.0013252109662325077, -0.0014233206841595448, 0.004089774026583171]","{""gsm8k"": 0.14285714285714285, ""hotpotqa"": 0.14285714285714285, ""math500"": 0.14285714285714285, ""sciq"": 0.14285714285714285, ""squad_v2"": 0.14285714285714285, ""triviaqa"": 0.14285714285714285, ""truthfulqa"": 0.14285714285714285}"
su_shared_cross_mean,sciq,su,shared_cross,mean,su__shared_cross__a0p25,0.25,0.03,0.5,-0.16111171952793732,0.6368730622308847,-0.28141602339014443,-3.379490370124668,72,0,su__shared_cross__a0p25,0.660818047168743,0.07975390224450596,0.5810641449242371,0.07975390224450596,"[0.0014445364729911553, 0.00028369671467762156, -0.0016435257056216024, 0.001711696392121232, -0.002277285449191358, 0.004792735406390668]","{""gsm8k"": 0.14285714285714285, ""hotpotqa"": 0.14285714285714285, ""math500"": 0.14285714285714285, ""nq_open"": 0.14285714285714285, ""squad_v2"": 0.14285714285714285, ""triviaqa"": 0.14285714285714285, ""truthfulqa"": 0.14285714285714285}"
su_shared_cross_mean,squad_v2,su,shared_cross,mean,su__shared_cross__a0p25,0.25,0.03,0.5,-0.27036872961898356,0.5574520956197669,-0.31985529398699475,-3.523979144799009,72,0,su__shared_cross__a0p25,0.5114102016552824,-0.02591391271222765,0.53732411436751,-0.02591391271222765,"[0.0014409021706919133, 0.0006670112764274711, -0.0029102253332002792, 0.0015313720557668105, -0.0018287255115793913, 0.0048253979501013166]","{""gsm8k"": 0.14285714285714285, ""hotpotqa"": 0.14285714285714285, ""math500"": 0.14285714285714285, ""nq_open"": 0.14285714285714285, ""sciq"": 0.14285714285714285, ""triviaqa"": 0.14285714285714285, ""truthfulqa"": 0.14285714285714285}"
su_shared_cross_mean,triviaqa,su,shared_cross,mean,su__shared_cross__a0p25,0.25,0.03,0.5,0.4634447949034572,0.22725959021639924,0.2560140091944031,-0.16580267406526294,57,39,su__shared_cross__a0p25,-3.4995518498553424,-3.3000712638084053,-0.19948058604693694,-3.3000712638084053,"[0.0015765554898504194, 0.0006079955163006087, -0.0026836544266142536, 0.0019308396368600286, -0.0016772664917970117, 0.004196731475100607]","{""gsm8k"": 0.14285714285714285, ""hotpotqa"": 0.14285714285714285, ""math500"": 0.14285714285714285, ""nq_open"": 0.14285714285714285, ""sciq"": 0.14285714285714285, ""squad_v2"": 0.14285714285714285, ""truthfulqa"": 0.14285714285714285}"
su_shared_cross_mean,truthfulqa,su,shared_cross,mean,su__shared_cross__a0p25,0.25,0.03,0.5,-0.25039794479318267,0.5600535074602906,-0.30768617414378846,-3.6004048385019396,69,0,su__shared_cross__a0p25,0.41263511173391665,-0.14498382064609405,0.5576189323800107,-0.14498382064609405,"[0.0014700248312667146, 0.0003974130486019026, -0.003126448957127848, 0.0016255958818796148, -0.0011384828181464919, 0.0029337209908925194]","{""gsm8k"": 0.14285714285714285, ""hotpotqa"": 0.14285714285714285, ""math500"": 0.14285714285714285, ""nq_open"": 0.14285714285714285, ""sciq"": 0.14285714285714285, ""squad_v2"": 0.14285714285714285, ""triviaqa"": 0.14285714285714285}"
iu_observed_geomedian,gsm8k,iu,observed,geomedian,iu__observed__a0,0.0,0.03,0.5,0.5431560106323808,0.29669433070374557,0.28697771147785656,-0.289216337501097,23,8,iu__observed__a0,0.3447282989997491,0.0,0.3447282989997491,0.0,"[0.0020411593044373003, -0.00010213216008869491, -0.0015166345616961685, 0.002858853842920544, -0.002636820810365579, 0.006737361483913498]","{""hotpotqa"": 0.09943298671106433, ""math500"": 0.06845870422905927, ""nq_open"": 0.22652330831021988, ""sciq"": 0.15263228498197842, ""squad_v2"": 0.13761925225262117, ""triviaqa"": 0.12029506704360556, ""truthfulqa"": 0.19503839647145135}"
iu_observed_geomedian,hotpotqa,iu,observed,geomedian,iu__observed__a0,0.0,0.03,0.5,0.5405477087653541,0.2590438636440242,0.3079566204016262,-0.22120820986418765,21,13,iu__observed__a0,0.12692397075385609,0.0,0.12692397075385609,0.0,"[0.002054913105877415, 6.286034144180383e-05, -0.002406890921932862, 0.0027572835423480264, -0.0016924984067037405, 0.004489232092152664]","{""gsm8k"": 0.14363735640086422, ""math500"": 0.08113308664810188, ""nq_open"": 0.18782196412798144, ""sciq"": 0.2022287091458176, ""squad_v2"": 0.11519253083161679, ""triviaqa"": 0.14022292466633482, ""truthfulqa"": 0.1297634281792832}"
iu_observed_geomedian,math500,iu,observed,geomedian,iu__observed__a0,0.0,0.03,0.5,0.4648227578365639,0.29086931308112934,0.2507111901817149,-0.30266357708318425,23,10,iu__observed__a0,0.2951724221176666,0.0,0.2951724221176666,0.0,"[0.0018011159010289757, 0.000379914506473188, -0.0025457902059076824, 0.0026659392736181073, -0.0022073329677114646, 0.00519966380431749]","{""gsm8k"": 0.13716449722144697, ""hotpotqa"": 0.08762310054453436, ""nq_open"": 0.16376094536675498, ""sciq"": 0.17602280524695477, ""squad_v2"": 0.143487411584749, ""triviaqa"": 0.14028047513288291, ""truthfulqa"": 0.15166076490267702}"
iu_observed_geomedian,nq_open,iu,observed,geomedian,iu__observed__a0,0.0,0.03,0.5,0.40267314683663946,0.2103900229907407,0.2556722498263043,-0.10326421738986828,19,16,iu__observed__a0,-0.28328702221115387,0.0,-0.28328702221115387,0.0,"[0.0013903736950639874, 0.0009449140328422598, -0.004284209485555991, 0.0021938672259106447, -0.001124761947730226, 0.003947904123447513]","{""gsm8k"": 0.18480349462907444, ""hotpotqa"": 0.10937990314748006, ""math500"": 0.0748174833146438, ""sciq"": 0.26347910608536484, ""squad_v2"": 0.12322244910167979, ""triviaqa"": 0.11780998586449311, ""truthfulqa"": 0.12648757785726392}"
iu_observed_geomedian,sciq,iu,observed,geomedian,iu__observed__a0,0.0,0.03,0.5,0.41683028732163,0.2703941854937313,0.2310468768902963,-0.33006708237133253,23,9,iu__observed__a0,0.6266378033496611,0.0,0.6266378033496611,0.0,"[0.0019494441645714843, -4.451778019103875e-05, -0.0011638955825464242, 0.0027443377682142877, -0.00281832111028512, 0.005822844970434158]","{""gsm8k"": 0.13805421291655792, ""hotpotqa"": 0.1067655497684544, ""math500"": 0.0849273766108319, ""nq_open"": 0.23053924628241518, ""squad_v2"": 0.10782049631462322, ""triviaqa"": 0.11792985734562107, ""truthfulqa"": 0.21396326076149647}"
iu_observed_geomedian,squad_v2,iu,observed,geomedian,iu__observed__a0,0.0,0.03,0.5,0.3696177840637793,0.28422600209709453,0.20432567287899714,-0.29693563476536067,16,8,iu__observed__a0,0.5932496854547442,0.0,0.5932496854547442,0.0,"[0.0017436548010790387, 0.0004981245671585413, -0.0031651262486121815, 0.0024950925869106477, -0.0018523767363405295, 0.005278934860635008]","{""gsm8k"": 0.14641534718894775, ""hotpotqa"": 0.08964695327375514, ""math500"": 0.08910022200168403, ""nq_open"": 0.16796817108403475, ""sciq"": 0.21267321008493836, ""triviaqa"": 0.13444953007163282, ""truthfulqa"": 0.159746566295007}"
iu_observed_geomedian,triviaqa,iu,observed,geomedian,iu__observed__a0,0.0,0.03,0.5,0.45603210002531674,0.2504789422154597,0.25757613510818705,-0.2874263555267764,20,8,iu__observed__a0,-0.16295722647145333,0.0,-0.16295722647145333,0.0,"[0.0015050215480597357, 0.000629305419720556, -0.002984515931009335, 0.0024361356458518, -0.0018664390508700908, 0.004457763876673809]","{""gsm8k"": 0.1563995417982852, ""hotpotqa"": 0.12148001703353334, ""math500"": 0.08106532408299988, ""nq_open"": 0.15747633943008973, ""sciq"": 0.20673366998943996, ""squad_v2"": 0.12451269707268997, ""truthfulqa"": 0.1523324105929619}"
iu_observed_geomedian,truthfulqa,iu,observed,geomedian,iu__observed__a0,0.0,0.03,0.5,0.3173261554627732,0.2452285554693976,0.21276086711463824,-0.1924230622396217,16,13,iu__observed__a0,0.47878714983980997,0.0,0.47878714983980997,0.0,"[0.0016104973987185142, 0.00047335912070675803, -0.003951290980576282, 0.0023323613812425005, -0.0007755760208726386, 0.002984020462633902]","{""gsm8k"": 0.1664596881492044, ""hotpotqa"": 0.08830226166076578, ""math500"": 0.10010639473949372, ""nq_open"": 0.1201862382335848, ""sciq"": 0.2581942267554186, ""squad_v2"": 0.13373098742840855, ""triviaqa"": 0.1330202030331243}"
iu_cross_sparse_geomedian,gsm8k,iu,cross_sparse,geomedian,iu__cross_sparse__a0p25,0.25,0.03,0.5,0.5727021379897413,0.29108477678399663,0.29334520820694987,-0.2946478140544273,62,24,iu__cross_sparse__a0p25,0.3341348579705916,-0.0024117113112953614,0.336546569281887,-0.0024117113112953614,"[0.0020495587328064236, -0.00011866303620550805, -0.0013639013289411205, 0.0029547908718840095, -0.002765182880309014, 0.006823161781277905]","{""hotpotqa"": 0.09768177668814407, ""math500"": 0.06298939839807324, ""nq_open"": 0.23845036083098975, ""sciq"": 0.15323839519457869, ""squad_v2"": 0.13658044689306473, ""triviaqa"": 0.10532657180548849, ""truthfulqa"": 0.20573305018966104}"
iu_cross_sparse_geomedian,hotpotqa,iu,cross_sparse,geomedian,iu__cross_sparse__a0p25,0.25,0.03,0.5,0.5532038524418579,0.25167368627850917,0.314266321414442,-0.24260408815101053,52,25,iu__cross_sparse__a0p25,0.1251363091939406,-0.014301292479312888,0.13943760167325348,-0.014301292479312888,"[0.0020792960176752033, 6.825033755721278e-06, -0.002097986885961084, 0.002910482651064807, -0.001956778752511316, 0.004753807533068693]","{""gsm8k"": 0.1344182076419671, ""math500"": 0.07155601554426598, ""nq_open"": 0.20988469418894726, ""sciq"": 0.19186782844570113, ""squad_v2"": 0.1172091973101542, ""triviaqa"": 0.1324827077219162, ""truthfulqa"": 0.1425813491470481}"
iu_cross_sparse_geomedian,math500,iu,cross_sparse,geomedian,iu__cross_sparse__a0p25,0.25,0.03,0.5,0.4861603430009278,0.28094880386120535,0.26628682827725364,-0.3119491085749826,63,21,iu__cross_sparse__a0p25,0.2838469352626438,0.0,0.2838469352626438,0.0,"[0.0017984339869130982, 0.0003484378241086485, -0.0023180602813799712, 0.0027931767879434467, -0.002402020463663301, 0.005396318282620957]","{""gsm8k"": 0.1307169306662348, ""hotpotqa"": 0.08884047822842492, ""nq_open"": 0.17904614715649214, ""sciq"": 0.17103569844593366, ""squad_v2"": 0.14029752158230005, ""triviaqa"": 0.12395284344228363, ""truthfulqa"": 0.1661103804783306}"
iu_cross_sparse_geomedian,nq_open,iu,cross_sparse,geomedian,iu__cross_sparse__a0p25,0.25,0.03,0.5,0.4445329813255342,0.20603989857677008,0.2788108919202899,0.0010032876422390777,45,32,iu__cross_sparse__a0p25,-0.2961413302642657,0.0,-0.2961413302642657,0.0,"[0.0013391765646627255, 0.0009568328230718828, -0.004177203724166113, 0.0022801670576742075, -0.001261028447322103, 0.004058207496097097]","{""gsm8k"": 0.18121003220243043, ""hotpotqa"": 0.11944262971443427, ""math500"": 0.07400291433728397, ""sciq"": 0.25662135019769144, ""squad_v2"": 0.12729385051549866, ""triviaqa"": 0.10711804114390917, ""truthfulqa"": 0.13431118188875188}"
iu_cross_sparse_geomedian,sciq,iu,cross_sparse,geomedian,iu__cross_sparse__a0p25,0.25,0.03,0.5,0.4365679888854882,0.2644342777632036,0.24056341830832853,-0.33771366161788885,63,18,iu__cross_sparse__a0p25,0.5924575595305792,0.0,0.5924575595305792,0.0,"[0.0019187779917201715, -3.499365232361959e-05, -0.001088153004637049, 0.0028338759830769692, -0.002918818569760196, 0.005884394000883449]","{""gsm8k"": 0.13808763251694062, ""hotpotqa"": 0.10941664766521952, ""math500"": 0.0833769458953083, ""nq_open"": 0.23247642687864525, ""squad_v2"": 0.10702037167947502, ""triviaqa"": 0.10895048164875566, ""truthfulqa"": 0.2206714937156556}"
iu_cross_sparse_geomedian,squad_v2,iu,cross_sparse,geomedian,iu__cross_sparse__a0p25,0.25,0.03,0.5,0.3936758832414667,0.2694655609116628,0.20979465579009604,-0.3119826707370099,48,22,iu__cross_sparse__a0p25,0.5844770468528271,0.0,0.5844770468528271,0.0,"[0.001739202137081682, 0.0004566234800198291, -0.002930758344947961, 0.002622998643613092, -0.0020442690396651635, 0.005404980059881622]","{""gsm8k"": 0.14363506705127144, ""hotpotqa"": 0.09329603264572288, ""math500"": 0.0853781054813935, ""nq_open"": 0.18635972924428315, ""sciq"": 0.2014221514308799, ""triviaqa"": 0.12368140815253117, ""truthfulqa"": 0.166227505993918}"
iu_cross_sparse_geomedian,triviaqa,iu,cross_sparse,geomedian,iu__cross_sparse__a0p25,0.25,0.03,0.5,0.4706876219283528,0.24852224548464297,0.25948038971005394,-0.295593148284623,58,24,iu__cross_sparse__a0p25,-0.07197052929771575,0.05798077282759273,-0.12995130212530848,0.05798077282759273,"[0.001502823346731872, 0.0006027402872407554, -0.0028498252301681613, 0.0024947538381248713, -0.001989769818613922, 0.004688605496407877]","{""gsm8k"": 0.14743369733304956, ""hotpotqa"": 0.12388140221350054, ""math500"": 0.07802671628831608, ""nq_open"": 0.16497982595639588, ""sciq"": 0.20148224903684464, ""squad_v2"": 0.1224675221322593, ""truthfulqa"": 0.16172858703963408}"
iu_cross_sparse_geomedian,truthfulqa,iu,cross_sparse,geomedian,iu__cross_sparse__a0p25,0.25,0.03,0.5,0.33812141058100337,0.23893449672275482,0.22538130059261804,-0.20749247298595952,48,34,iu__cross_sparse__a0p25,0.4923725903051346,0.0,0.4923725903051346,0.0,"[0.0015696800544310163, 0.00047967364018995727, -0.0038688916894563286, 0.0024264950222433706, -0.000870559457880464, 0.002953703303099971]","{""gsm8k"": 0.17001008326793188, ""hotpotqa"": 0.09284471230842035, ""math500"": 0.09933585960383919, ""nq_open"": 0.1265182808474024, ""sciq"": 0.2545978509270242, ""squad_v2"": 0.1347762742004265, ""triviaqa"": 0.12191693884495541}"
