phase_id,experiment_id,variant_id,gate_id,metric_id,observed,threshold,direction,passed,unit,status,evidence_status,source_artifact,source_sha256,source_row_selector,source_value_field,notes
P2,P2_REDUCER_STUDY,P2R_A_TOPK2,P2R_BOOTSTRAP_ALIGNMENT,contract_or_promotion_gate,20000,20000,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk2/evaluation/REPORT_GATES.csv,1fd90a9a33beb1e8f9fbc03ca0703132b09636f65ebf96b6e71f6b0759fe3ba6,gate_id=P2R_BOOTSTRAP_ALIGNMENT,observed,paired samples reuse the frozen seed and source-question groups; raw gate status=PASS
P2,P2_REDUCER_STUDY,P2R_A_TOPK2,P2R_WORST_CELL_HARD_BOUND,contract_or_promotion_gate,-0.062465615815852915,>= -0.03,contract,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk2/evaluation/REPORT_GATES.csv,1fd90a9a33beb1e8f9fbc03ca0703132b09636f65ebf96b6e71f6b0759fe3ba6,gate_id=P2R_WORST_CELL_HARD_BOUND,observed,worst cell is processbench_gsm8k_qwen3_8b; raw gate status=HARD_FAIL
P2,P2_REDUCER_STUDY,P2R_A_TOPK2,P2R_POINT_BENEFIT,contract_or_promotion_gate,-0.024574680973367513,>= 0.005,ge,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk2/evaluation/REPORT_GATES.csv,1fd90a9a33beb1e8f9fbc03ca0703132b09636f65ebf96b6e71f6b0759fe3ba6,gate_id=P2R_POINT_BENEFIT,observed,candidate macro-F1 point delta versus top-five
P2,P2_REDUCER_STUDY,P2R_A_TOPK2,P2R_SIMULTANEOUS_CI_BENEFIT,contract_or_promotion_gate,-0.0404415211616117,> 0.005,gt,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk2/evaluation/REPORT_GATES.csv,1fd90a9a33beb1e8f9fbc03ca0703132b09636f65ebf96b6e71f6b0759fe3ba6,gate_id=P2R_SIMULTANEOUS_CI_BENEFIT,observed,multiplicity-aware lower bound
P2,P2_REDUCER_STUDY,P2R_A_TOPK2,P2R_NONNEGATIVE_CELLS,contract_or_promotion_gate,0/0,>= 6/8 nonnegative,ge,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk2/evaluation/REPORT_GATES.csv,1fd90a9a33beb1e8f9fbc03ca0703132b09636f65ebf96b6e71f6b0759fe3ba6,gate_id=P2R_NONNEGATIVE_CELLS,observed,cell W/T/L excludes no registered cell
P2,P2_REDUCER_STUDY,P2R_A_TOPK2,P2R_WORST_CELL_PROMOTION,contract_or_promotion_gate,-0.062465615815852915,>= -0.020,ge,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk2/evaluation/REPORT_GATES.csv,1fd90a9a33beb1e8f9fbc03ca0703132b09636f65ebf96b6e71f6b0759fe3ba6,gate_id=P2R_WORST_CELL_PROMOTION,observed,worst cell processbench_gsm8k_qwen3_8b
P2,P2_REDUCER_STUDY,P2R_A_TOPK2,P2R_EXACT_ERROR_COMPONENT,contract_or_promotion_gate,-0.031913723833081886,>= -0.010,ge,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk2/evaluation/REPORT_GATES.csv,1fd90a9a33beb1e8f9fbc03ca0703132b09636f65ebf96b6e71f6b0759fe3ba6,gate_id=P2R_EXACT_ERROR_COMPONENT,observed,paired exact-error point delta
P2,P2_REDUCER_STUDY,P2R_A_TOPK2,P2R_CLEAN_ABSTENTION_COMPONENT,contract_or_promotion_gate,0.007619551589805429,>= -0.010,ge,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk2/evaluation/REPORT_GATES.csv,1fd90a9a33beb1e8f9fbc03ca0703132b09636f65ebf96b6e71f6b0759fe3ba6,gate_id=P2R_CLEAN_ABSTENTION_COMPONENT,observed,paired clean-abstention point delta
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,P2R_SCORE_FREEZE_COMPLETE,contract_or_promotion_gate,8,8 cells,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_GATES.csv,a292db9333a34bc474f7cdb6c4b64fa4be968a8e103524f8579324d56cf9e75f,gate_id=P2R_SCORE_FREEZE_COMPLETE,observed,all registered candidate scores were frozen before labels opened; raw gate status=PASS
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,P2R_LABEL_FIREWALL,contract_or_promotion_gate,labels opened after score-freeze manifest,no fit-side labels or targets,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_GATES.csv,a292db9333a34bc474f7cdb6c4b64fa4be968a8e103524f8579324d56cf9e75f,gate_id=P2R_LABEL_FIREWALL,observed,the reducer and score combination are label-free; raw gate status=PASS
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,P2R_REFERENCE_THRESHOLD_HASH,contract_or_promotion_gate,5166229e5ad8f812b2b7ee57449cd945612cb986c2ffcdbad98ea00653a72be3,5166229e5ad8f812b2b7ee57449cd945612cb986c2ffcdbad98ea00653a72be3,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_GATES.csv,a292db9333a34bc474f7cdb6c4b64fa4be968a8e103524f8579324d56cf9e75f,gate_id=P2R_REFERENCE_THRESHOLD_HASH,observed,candidate uses the immutable top-five threshold artifact; raw gate status=PASS
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,P2R_NO_CANDIDATE_RETHRESHOLD,contract_or_promotion_gate,0 threshold fits,0,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_GATES.csv,a292db9333a34bc474f7cdb6c4b64fa4be968a8e103524f8579324d56cf9e75f,gate_id=P2R_NO_CANDIDATE_RETHRESHOLD,observed,all 6800 decisions apply the ten frozen reference thresholds; raw gate status=PASS
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,P2R_FOLD_ALIAS,contract_or_promotion_gate,0,0,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_GATES.csv,a292db9333a34bc474f7cdb6c4b64fa4be968a8e103524f8579324d56cf9e75f,gate_id=P2R_FOLD_ALIAS,observed,source-group fold assignments match the reference; raw gate status=PASS
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,P2R_POPULATION_COMPLETE,contract_or_promotion_gate,6800,6800 rows,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_GATES.csv,a292db9333a34bc474f7cdb6c4b64fa4be968a8e103524f8579324d56cf9e75f,gate_id=P2R_POPULATION_COMPLETE,observed,same eight Qwen cells and rows as the reference; raw gate status=PASS
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,P2R_BOOTSTRAP_ALIGNMENT,contract_or_promotion_gate,20000,20000,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_GATES.csv,a292db9333a34bc474f7cdb6c4b64fa4be968a8e103524f8579324d56cf9e75f,gate_id=P2R_BOOTSTRAP_ALIGNMENT,observed,paired samples reuse the frozen seed and source-question groups; raw gate status=PASS
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,P2R_WORST_CELL_HARD_BOUND,contract_or_promotion_gate,-0.025059218319582355,>= -0.03,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_GATES.csv,a292db9333a34bc474f7cdb6c4b64fa4be968a8e103524f8579324d56cf9e75f,gate_id=P2R_WORST_CELL_HARD_BOUND,observed,worst cell is processbench_gsm8k_qwen3_8b; raw gate status=PASS
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,P2R_POINT_BENEFIT,contract_or_promotion_gate,-0.01184287795974337,>= 0.005,ge,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_GATES.csv,a292db9333a34bc474f7cdb6c4b64fa4be968a8e103524f8579324d56cf9e75f,gate_id=P2R_POINT_BENEFIT,observed,candidate macro-F1 point delta versus top-five
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,P2R_SIMULTANEOUS_CI_BENEFIT,contract_or_promotion_gate,-0.0231443681767296,> 0.005,gt,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_GATES.csv,a292db9333a34bc474f7cdb6c4b64fa4be968a8e103524f8579324d56cf9e75f,gate_id=P2R_SIMULTANEOUS_CI_BENEFIT,observed,multiplicity-aware lower bound
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,P2R_NONNEGATIVE_CELLS,contract_or_promotion_gate,1/0,>= 6/8 nonnegative,ge,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_GATES.csv,a292db9333a34bc474f7cdb6c4b64fa4be968a8e103524f8579324d56cf9e75f,gate_id=P2R_NONNEGATIVE_CELLS,observed,cell W/T/L excludes no registered cell
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,P2R_WORST_CELL_PROMOTION,contract_or_promotion_gate,-0.025059218319582355,>= -0.020,ge,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_GATES.csv,a292db9333a34bc474f7cdb6c4b64fa4be968a8e103524f8579324d56cf9e75f,gate_id=P2R_WORST_CELL_PROMOTION,observed,worst cell processbench_gsm8k_qwen3_8b
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,P2R_EXACT_ERROR_COMPONENT,contract_or_promotion_gate,-0.01603603732295439,>= -0.010,ge,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_GATES.csv,a292db9333a34bc474f7cdb6c4b64fa4be968a8e103524f8579324d56cf9e75f,gate_id=P2R_EXACT_ERROR_COMPONENT,observed,paired exact-error point delta
P2,P2_REDUCER_STUDY,P2R_A_TOPK3,P2R_CLEAN_ABSTENTION_COMPONENT,contract_or_promotion_gate,0.006893048868810148,>= -0.010,ge,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk3/evaluation/REPORT_GATES.csv,a292db9333a34bc474f7cdb6c4b64fa4be968a8e103524f8579324d56cf9e75f,gate_id=P2R_CLEAN_ABSTENTION_COMPONENT,observed,paired clean-abstention point delta
P2,P2_REDUCER_STUDY,P2R_A_TOPK8,P2R_SCORE_FREEZE_COMPLETE,contract_or_promotion_gate,8,8 cells,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk8/evaluation/REPORT_GATES.csv,b723c3b878a9f7b166b1d6cde5da3fe902a6de8e0855695434364061a299df52,gate_id=P2R_SCORE_FREEZE_COMPLETE,observed,all registered candidate scores were frozen before labels opened; raw gate status=PASS
P2,P2_REDUCER_STUDY,P2R_A_TOPK8,P2R_LABEL_FIREWALL,contract_or_promotion_gate,labels opened after score-freeze manifest,no fit-side labels or targets,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk8/evaluation/REPORT_GATES.csv,b723c3b878a9f7b166b1d6cde5da3fe902a6de8e0855695434364061a299df52,gate_id=P2R_LABEL_FIREWALL,observed,the reducer and score combination are label-free; raw gate status=PASS
P2,P2_REDUCER_STUDY,P2R_A_TOPK8,P2R_REFERENCE_THRESHOLD_HASH,contract_or_promotion_gate,5166229e5ad8f812b2b7ee57449cd945612cb986c2ffcdbad98ea00653a72be3,5166229e5ad8f812b2b7ee57449cd945612cb986c2ffcdbad98ea00653a72be3,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk8/evaluation/REPORT_GATES.csv,b723c3b878a9f7b166b1d6cde5da3fe902a6de8e0855695434364061a299df52,gate_id=P2R_REFERENCE_THRESHOLD_HASH,observed,candidate uses the immutable top-five threshold artifact; raw gate status=PASS
P2,P2_REDUCER_STUDY,P2R_A_TOPK8,P2R_NO_CANDIDATE_RETHRESHOLD,contract_or_promotion_gate,0 threshold fits,0,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk8/evaluation/REPORT_GATES.csv,b723c3b878a9f7b166b1d6cde5da3fe902a6de8e0855695434364061a299df52,gate_id=P2R_NO_CANDIDATE_RETHRESHOLD,observed,all 6800 decisions apply the ten frozen reference thresholds; raw gate status=PASS
P2,P2_REDUCER_STUDY,P2R_A_TOPK8,P2R_FOLD_ALIAS,contract_or_promotion_gate,0,0,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk8/evaluation/REPORT_GATES.csv,b723c3b878a9f7b166b1d6cde5da3fe902a6de8e0855695434364061a299df52,gate_id=P2R_FOLD_ALIAS,observed,source-group fold assignments match the reference; raw gate status=PASS
P2,P2_REDUCER_STUDY,P2R_A_TOPK8,P2R_POPULATION_COMPLETE,contract_or_promotion_gate,6800,6800 rows,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk8/evaluation/REPORT_GATES.csv,b723c3b878a9f7b166b1d6cde5da3fe902a6de8e0855695434364061a299df52,gate_id=P2R_POPULATION_COMPLETE,observed,same eight Qwen cells and rows as the reference; raw gate status=PASS
P2,P2_REDUCER_STUDY,P2R_A_TOPK8,P2R_BOOTSTRAP_ALIGNMENT,contract_or_promotion_gate,20000,20000,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk8/evaluation/REPORT_GATES.csv,b723c3b878a9f7b166b1d6cde5da3fe902a6de8e0855695434364061a299df52,gate_id=P2R_BOOTSTRAP_ALIGNMENT,observed,paired samples reuse the frozen seed and source-question groups; raw gate status=PASS
P2,P2_REDUCER_STUDY,P2R_A_TOPK8,P2R_WORST_CELL_HARD_BOUND,contract_or_promotion_gate,-0.0030603574140507517,>= -0.03,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk8/evaluation/REPORT_GATES.csv,b723c3b878a9f7b166b1d6cde5da3fe902a6de8e0855695434364061a299df52,gate_id=P2R_WORST_CELL_HARD_BOUND,observed,worst cell is processbench_math_qwen3_8b; raw gate status=PASS
P2,P2_REDUCER_STUDY,P2R_A_TOPK8,P2R_POINT_BENEFIT,contract_or_promotion_gate,0.009199071671290304,>= 0.005,ge,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk8/evaluation/REPORT_GATES.csv,b723c3b878a9f7b166b1d6cde5da3fe902a6de8e0855695434364061a299df52,gate_id=P2R_POINT_BENEFIT,observed,candidate macro-F1 point delta versus top-five
P2,P2_REDUCER_STUDY,P2R_A_TOPK8,P2R_SIMULTANEOUS_CI_BENEFIT,contract_or_promotion_gate,-0.0004587058781313695,> 0.005,gt,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk8/evaluation/REPORT_GATES.csv,b723c3b878a9f7b166b1d6cde5da3fe902a6de8e0855695434364061a299df52,gate_id=P2R_SIMULTANEOUS_CI_BENEFIT,observed,multiplicity-aware lower bound
P2,P2_REDUCER_STUDY,P2R_A_TOPK8,P2R_NONNEGATIVE_CELLS,contract_or_promotion_gate,7/0,>= 6/8 nonnegative,ge,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk8/evaluation/REPORT_GATES.csv,b723c3b878a9f7b166b1d6cde5da3fe902a6de8e0855695434364061a299df52,gate_id=P2R_NONNEGATIVE_CELLS,observed,cell W/T/L excludes no registered cell
P2,P2_REDUCER_STUDY,P2R_A_TOPK8,P2R_WORST_CELL_PROMOTION,contract_or_promotion_gate,-0.0030603574140507517,>= -0.020,ge,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk8/evaluation/REPORT_GATES.csv,b723c3b878a9f7b166b1d6cde5da3fe902a6de8e0855695434364061a299df52,gate_id=P2R_WORST_CELL_PROMOTION,observed,worst cell processbench_math_qwen3_8b
P2,P2_REDUCER_STUDY,P2R_A_TOPK8,P2R_EXACT_ERROR_COMPONENT,contract_or_promotion_gate,0.013202789698382678,>= -0.010,ge,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk8/evaluation/REPORT_GATES.csv,b723c3b878a9f7b166b1d6cde5da3fe902a6de8e0855695434364061a299df52,gate_id=P2R_EXACT_ERROR_COMPONENT,observed,paired exact-error point delta
P2,P2_REDUCER_STUDY,P2R_A_TOPK8,P2R_CLEAN_ABSTENTION_COMPONENT,contract_or_promotion_gate,-0.002705749459947504,>= -0.010,ge,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk8/evaluation/REPORT_GATES.csv,b723c3b878a9f7b166b1d6cde5da3fe902a6de8e0855695434364061a299df52,gate_id=P2R_CLEAN_ABSTENTION_COMPONENT,observed,paired clean-abstention point delta
P2,P2_REDUCER_STUDY,P2R_A_TOPK10,P2R_SCORE_FREEZE_COMPLETE,contract_or_promotion_gate,8,8 cells,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk10/evaluation/REPORT_GATES.csv,4a76a7c8b41539670ea38fa45bfd8cb5405b304c30c4647c73cb20757ca64ca2,gate_id=P2R_SCORE_FREEZE_COMPLETE,observed,all registered candidate scores were frozen before labels opened; raw gate status=PASS
P2,P2_REDUCER_STUDY,P2R_A_TOPK10,P2R_LABEL_FIREWALL,contract_or_promotion_gate,labels opened after score-freeze manifest,no fit-side labels or targets,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk10/evaluation/REPORT_GATES.csv,4a76a7c8b41539670ea38fa45bfd8cb5405b304c30c4647c73cb20757ca64ca2,gate_id=P2R_LABEL_FIREWALL,observed,the reducer and score combination are label-free; raw gate status=PASS
P2,P2_REDUCER_STUDY,P2R_A_TOPK10,P2R_REFERENCE_THRESHOLD_HASH,contract_or_promotion_gate,5166229e5ad8f812b2b7ee57449cd945612cb986c2ffcdbad98ea00653a72be3,5166229e5ad8f812b2b7ee57449cd945612cb986c2ffcdbad98ea00653a72be3,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk10/evaluation/REPORT_GATES.csv,4a76a7c8b41539670ea38fa45bfd8cb5405b304c30c4647c73cb20757ca64ca2,gate_id=P2R_REFERENCE_THRESHOLD_HASH,observed,candidate uses the immutable top-five threshold artifact; raw gate status=PASS
P2,P2_REDUCER_STUDY,P2R_A_TOPK10,P2R_NO_CANDIDATE_RETHRESHOLD,contract_or_promotion_gate,0 threshold fits,0,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk10/evaluation/REPORT_GATES.csv,4a76a7c8b41539670ea38fa45bfd8cb5405b304c30c4647c73cb20757ca64ca2,gate_id=P2R_NO_CANDIDATE_RETHRESHOLD,observed,all 6800 decisions apply the ten frozen reference thresholds; raw gate status=PASS
P2,P2_REDUCER_STUDY,P2R_A_TOPK10,P2R_FOLD_ALIAS,contract_or_promotion_gate,0,0,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk10/evaluation/REPORT_GATES.csv,4a76a7c8b41539670ea38fa45bfd8cb5405b304c30c4647c73cb20757ca64ca2,gate_id=P2R_FOLD_ALIAS,observed,source-group fold assignments match the reference; raw gate status=PASS
P2,P2_REDUCER_STUDY,P2R_A_TOPK10,P2R_POPULATION_COMPLETE,contract_or_promotion_gate,6800,6800 rows,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk10/evaluation/REPORT_GATES.csv,4a76a7c8b41539670ea38fa45bfd8cb5405b304c30c4647c73cb20757ca64ca2,gate_id=P2R_POPULATION_COMPLETE,observed,same eight Qwen cells and rows as the reference; raw gate status=PASS
P2,P2_REDUCER_STUDY,P2R_A_TOPK10,P2R_BOOTSTRAP_ALIGNMENT,contract_or_promotion_gate,20000,20000,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk10/evaluation/REPORT_GATES.csv,4a76a7c8b41539670ea38fa45bfd8cb5405b304c30c4647c73cb20757ca64ca2,gate_id=P2R_BOOTSTRAP_ALIGNMENT,observed,paired samples reuse the frozen seed and source-question groups; raw gate status=PASS
P2,P2_REDUCER_STUDY,P2R_A_TOPK10,P2R_WORST_CELL_HARD_BOUND,contract_or_promotion_gate,-0.0017168298967323303,>= -0.03,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk10/evaluation/REPORT_GATES.csv,4a76a7c8b41539670ea38fa45bfd8cb5405b304c30c4647c73cb20757ca64ca2,gate_id=P2R_WORST_CELL_HARD_BOUND,observed,worst cell is processbench_math_qwen3_4b; raw gate status=PASS
P2,P2_REDUCER_STUDY,P2R_A_TOPK10,P2R_POINT_BENEFIT,contract_or_promotion_gate,0.012936029154168471,>= 0.005,ge,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk10/evaluation/REPORT_GATES.csv,4a76a7c8b41539670ea38fa45bfd8cb5405b304c30c4647c73cb20757ca64ca2,gate_id=P2R_POINT_BENEFIT,observed,candidate macro-F1 point delta versus top-five
P2,P2_REDUCER_STUDY,P2R_A_TOPK10,P2R_SIMULTANEOUS_CI_BENEFIT,contract_or_promotion_gate,0.0014438677363772625,> 0.005,gt,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk10/evaluation/REPORT_GATES.csv,4a76a7c8b41539670ea38fa45bfd8cb5405b304c30c4647c73cb20757ca64ca2,gate_id=P2R_SIMULTANEOUS_CI_BENEFIT,observed,multiplicity-aware lower bound
P2,P2_REDUCER_STUDY,P2R_A_TOPK10,P2R_NONNEGATIVE_CELLS,contract_or_promotion_gate,6/0,>= 6/8 nonnegative,ge,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk10/evaluation/REPORT_GATES.csv,4a76a7c8b41539670ea38fa45bfd8cb5405b304c30c4647c73cb20757ca64ca2,gate_id=P2R_NONNEGATIVE_CELLS,observed,cell W/T/L excludes no registered cell
P2,P2_REDUCER_STUDY,P2R_A_TOPK10,P2R_WORST_CELL_PROMOTION,contract_or_promotion_gate,-0.0017168298967323303,>= -0.020,ge,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk10/evaluation/REPORT_GATES.csv,4a76a7c8b41539670ea38fa45bfd8cb5405b304c30c4647c73cb20757ca64ca2,gate_id=P2R_WORST_CELL_PROMOTION,observed,worst cell processbench_math_qwen3_4b
P2,P2_REDUCER_STUDY,P2R_A_TOPK10,P2R_EXACT_ERROR_COMPONENT,contract_or_promotion_gate,0.01627408953265691,>= -0.010,ge,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk10/evaluation/REPORT_GATES.csv,4a76a7c8b41539670ea38fa45bfd8cb5405b304c30c4647c73cb20757ca64ca2,gate_id=P2R_EXACT_ERROR_COMPONENT,observed,paired exact-error point delta
P2,P2_REDUCER_STUDY,P2R_A_TOPK10,P2R_CLEAN_ABSTENTION_COMPONENT,contract_or_promotion_gate,-0.0036403551859929273,>= -0.010,ge,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topk10/evaluation/REPORT_GATES.csv,4a76a7c8b41539670ea38fa45bfd8cb5405b304c30c4647c73cb20757ca64ca2,gate_id=P2R_CLEAN_ABSTENTION_COMPONENT,observed,paired clean-abstention point delta
P2,P2_REDUCER_STUDY,P2R_A_TOPQ25,P2R_SCORE_FREEZE_COMPLETE,contract_or_promotion_gate,8,8 cells,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topq25/evaluation/REPORT_GATES.csv,7c7aa59811f15da932553c2ebebee666fd7e4d5a0e8e8585848b237742b4f15a,gate_id=P2R_SCORE_FREEZE_COMPLETE,observed,all registered candidate scores were frozen before labels opened; raw gate status=PASS
P2,P2_REDUCER_STUDY,P2R_A_TOPQ25,P2R_LABEL_FIREWALL,contract_or_promotion_gate,labels opened after score-freeze manifest,no fit-side labels or targets,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topq25/evaluation/REPORT_GATES.csv,7c7aa59811f15da932553c2ebebee666fd7e4d5a0e8e8585848b237742b4f15a,gate_id=P2R_LABEL_FIREWALL,observed,the reducer and score combination are label-free; raw gate status=PASS
P2,P2_REDUCER_STUDY,P2R_A_TOPQ25,P2R_REFERENCE_THRESHOLD_HASH,contract_or_promotion_gate,5166229e5ad8f812b2b7ee57449cd945612cb986c2ffcdbad98ea00653a72be3,5166229e5ad8f812b2b7ee57449cd945612cb986c2ffcdbad98ea00653a72be3,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topq25/evaluation/REPORT_GATES.csv,7c7aa59811f15da932553c2ebebee666fd7e4d5a0e8e8585848b237742b4f15a,gate_id=P2R_REFERENCE_THRESHOLD_HASH,observed,candidate uses the immutable top-five threshold artifact; raw gate status=PASS
P2,P2_REDUCER_STUDY,P2R_A_TOPQ25,P2R_NO_CANDIDATE_RETHRESHOLD,contract_or_promotion_gate,0 threshold fits,0,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topq25/evaluation/REPORT_GATES.csv,7c7aa59811f15da932553c2ebebee666fd7e4d5a0e8e8585848b237742b4f15a,gate_id=P2R_NO_CANDIDATE_RETHRESHOLD,observed,all 6800 decisions apply the ten frozen reference thresholds; raw gate status=PASS
P2,P2_REDUCER_STUDY,P2R_A_TOPQ25,P2R_FOLD_ALIAS,contract_or_promotion_gate,0,0,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topq25/evaluation/REPORT_GATES.csv,7c7aa59811f15da932553c2ebebee666fd7e4d5a0e8e8585848b237742b4f15a,gate_id=P2R_FOLD_ALIAS,observed,source-group fold assignments match the reference; raw gate status=PASS
P2,P2_REDUCER_STUDY,P2R_A_TOPQ25,P2R_POPULATION_COMPLETE,contract_or_promotion_gate,6800,6800 rows,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topq25/evaluation/REPORT_GATES.csv,7c7aa59811f15da932553c2ebebee666fd7e4d5a0e8e8585848b237742b4f15a,gate_id=P2R_POPULATION_COMPLETE,observed,same eight Qwen cells and rows as the reference; raw gate status=PASS
